Steppingstone sampler:
        No Stones:                  1000
        Start It:                   11000001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
53	0.870418	3750	-0.137319	-7.967159
54	0.868120	3750	-0.156458	-8.123617
55	0.865825	3750	-0.156808	-8.280425
56	0.863534	3750	-0.131351	-8.411776
57	0.861246	3750	-0.135949	-8.547724
58	0.858962	3750	-0.132523	-8.680248
59	0.856682	3750	-0.150076	-8.830324
60	0.854405	3750	-0.154494	-8.984818
61	0.852132	3750	-0.165352	-9.150170
62	0.849863	3750	-0.160826	-9.310996
63	0.847597	3750	-0.144906	-9.455901
64	0.845335	3750	-0.149596	-9.605497
65	0.843077	3750	-0.145763	-9.751260
66	0.840822	3750	-0.151549	-9.902808
67	0.838571	3750	-0.136668	-10.039477
68	0.836323	3750	-0.147734	-10.187210
69	0.834079	3750	-0.151972	-10.339183
70	0.831839	3750	-0.150860	-10.490043
71	0.829602	3750	-0.155231	-10.645274
72	0.827369	3750	-0.151151	-10.796425
73	0.825140	3750	-0.142921	-10.939346
74	0.822914	3750	-0.135223	-11.074569
75	0.820691	3750	-0.150942	-11.225512
76	0.818473	3750	-0.154915	-11.380427
77	0.816258	3750	-0.156476	-11.536902
78	0.814046	3750	-0.153854	-11.690756
79	0.811838	3750	-0.158810	-11.849567
80	0.809634	3750	-0.152994	-12.002561
81	0.807433	3750	-0.163829	-12.166390
82	0.805236	3750	-0.157077	-12.323467
83	0.803043	3750	-0.162869	-12.486336
84	0.800853	3750	-0.129865	-12.616201
85	0.798667	3750	-0.148684	-12.764885
86	0.796484	3750	-0.147261	-12.912146
87	0.794305	3750	-0.138795	-13.050941
88	0.792129	3750	-0.145867	-13.196809
89	0.789957	3750	-0.159918	-13.356727
90	0.787789	3750	-0.170756	-13.527482
91	0.785624	3750	-0.156641	-13.684123
92	0.783463	3750	-0.148203	-13.832326
93	0.781305	3750	-0.160609	-13.992935
94	0.779151	3750	-0.144333	-14.137268
95	0.777000	3750	-0.149466	-14.286734
96	0.774853	3750	-0.145454	-14.432188
97	0.772710	3750	-0.145327	-14.577515
98	0.770570	3750	-0.138702	-14.716217
99	0.768433	3750	-0.130049	-14.846267
100	0.766301	3750	-0.140824	-14.987091
101	0.764172	3750	-0.132597	-15.119688
102	0.762046	3750	-0.155283	-15.274970
103	0.759924	3750	-0.154274	-15.429244
104	0.757805	3750	-0.137484	-15.566728
105	0.755690	3750	-0.122242	-15.688970
106	0.753579	3750	-0.154667	-15.843638
107	0.751471	3750	-0.163188	-16.006826
108	0.749366	3750	-0.162371	-16.169197
109	0.747266	3750	-0.145396	-16.314593
110	0.745168	3750	-0.146678	-16.461271
111	0.743075	3750	-0.141116	-16.602388
112	0.740984	3750	-0.143079	-16.745467
113	0.738898	3750	-0.140543	-16.886010
114	0.736815	3750	-0.165932	-17.051942
115	0.734735	3750	-0.159122	-17.211064
116	0.732659	3750	-0.157738	-17.368802
117	0.730586	3750	-0.172550	-17.541351
118	0.728517	3750	-0.158159	-17.699511
119	0.726452	3750	-0.155034	-17.854545
120	0.724390	3750	-0.153132	-18.007676
121	0.722331	3750	-0.155042	-18.162718
122	0.720276	3750	-0.153961	-18.316679
123	0.718225	3750	-0.137336	-18.454015
124	0.716177	3750	-0.141231	-18.595246
125	0.714132	3750	-0.141316	-18.736562
126	0.712091	3750	-0.154974	-18.891536
127	0.710054	3750	-0.128643	-19.020179
128	0.708020	3750	-0.158108	-19.178287
129	0.705989	3750	-0.159583	-19.337869
130	0.703962	3750	-0.162454	-19.500323
131	0.701939	3750	-0.150922	-19.651245
132	0.699919	3750	-0.163402	-19.814647
133	0.697902	3750	-0.139588	-19.954235
134	0.695889	3750	-0.133239	-20.087474
135	0.693880	3750	-0.160044	-20.247517
136	0.691874	3750	-0.143433	-20.390950
137	0.689871	3750	-0.153893	-20.544843
138	0.687872	3750	-0.145723	-20.690566
139	0.685877	3750	-0.169203	-20.859769
140	0.683885	3750	-0.170593	-21.030362
141	0.681896	3750	-0.147276	-21.177638
142	0.679911	3750	-0.146224	-21.323862
143	0.677929	3750	-0.140357	-21.464218
144	0.675951	3750	-0.150124	-21.614342
145	0.673976	3750	-0.158022	-21.772364
146	0.672005	3750	-0.160661	-21.933025
147	0.670037	3750	-0.157143	-22.090168
148	0.668073	3750	-0.146246	-22.236415
149	0.666112	3750	-0.151762	-22.388177
150	0.664155	3750	-0.152583	-22.540760
151	0.662201	3750	-0.142220	-22.682979
152	0.660250	3750	-0.151993	-22.834973
153	0.658303	3750	-0.145732	-22.980705
154	0.656359	3750	-0.153319	-23.134024
155	0.654419	3750	-0.144416	-23.278440
156	0.652483	3750	-0.146976	-23.425416
157	0.650549	3750	-0.143651	-23.569067
158	0.648619	3750	-0.138443	-23.707511
159	0.646693	3750	-0.125379	-23.832890
160	0.644770	3750	-0.148652	-23.981542
161	0.642851	3750	-0.155790	-24.137332
162	0.640934	3750	-0.160640	-24.297972
163	0.639022	3750	-0.155294	-24.453266
164	0.637113	3750	-0.153703	-24.606969
165	0.635207	3750	-0.145800	-24.752769
166	0.633304	3750	-0.130236	-24.883005
167	0.631405	3750	-0.152317	-25.035322
168	0.629510	3750	-0.143899	-25.179221
169	0.627618	3750	-0.132635	-25.311857
170	0.625729	3750	-0.147277	-25.459134
171	0.623844	3750	-0.140756	-25.599889
172	0.621962	3750	-0.148426	-25.748315
173	0.620083	3750	-0.158987	-25.907302
174	0.618208	3750	-0.158397	-26.065699
175	0.616337	3750	-0.131286	-26.196985
176	0.614468	3750	-0.135027	-26.332012
177	0.612604	3750	-0.140810	-26.472821
178	0.610742	3750	-0.155007	-26.627829
179	0.608884	3750	-0.137022	-26.764850
180	0.607029	3750	-0.147058	-26.911909
181	0.605178	3750	-0.133826	-27.045735
182	0.603330	3750	-0.145685	-27.191419
183	0.601486	3750	-0.147676	-27.339095
184	0.599645	3750	-0.142048	-27.481143
185	0.597807	3750	-0.120113	-27.601256
186	0.595973	3750	-0.145429	-27.746685
187	0.594142	3750	-0.125793	-27.872478
188	0.592314	3750	-0.137695	-28.010172
189	0.590490	3750	-0.149581	-28.159753
190	0.588669	3750	-0.139317	-28.299071
191	0.586852	3750	-0.140917	-28.439988
192	0.585038	3750	-0.147928	-28.587916
193	0.583227	3750	-0.153492	-28.741408
194	0.581420	3750	-0.151170	-28.892578
195	0.579616	3750	-0.145203	-29.037782
196	0.577815	3750	-0.134829	-29.172611
197	0.576018	3750	-0.133151	-29.305762
198	0.574224	3750	-0.150580	-29.456342
199	0.572433	3750	-0.140685	-29.597027
200	0.570646	3750	-0.153177	-29.750204
201	0.568862	3750	-0.145173	-29.895377
202	0.567082	3750	-0.141667	-30.037044
203	0.565305	3750	-0.142340	-30.179384
204	0.563531	3750	-0.140379	-30.319763
205	0.561761	3750	-0.132269	-30.452031
206	0.559993	3750	-0.142609	-30.594641
207	0.558230	3750	-0.127890	-30.722530
208	0.556469	3750	-0.148318	-30.870848
209	0.554712	3750	-0.139051	-31.009899
210	0.552958	3750	-0.162471	-31.172370
211	0.551208	3750	-0.157544	-31.329914
212	0.549461	3750	-0.147155	-31.477070
213	0.547717	3750	-0.139624	-31.616694
214	0.545977	3750	-0.129979	-31.746673
215	0.544240	3750	-0.145769	-31.892441
216	0.542506	3750	-0.133941	-32.026382
217	0.540775	3750	-0.144167	-32.170549
218	0.539048	3750	-0.163032	-32.333581
219	0.537324	3750	-0.154787	-32.488368
220	0.535604	3750	-0.150910	-32.639278
221	0.533887	3750	-0.148721	-32.787999
222	0.532173	3750	-0.155461	-32.943460
223	0.530462	3750	-0.131537	-33.074998
224	0.528755	3750	-0.140580	-33.215578
225	0.527051	3750	-0.163037	-33.378615
226	0.525350	3750	-0.142463	-33.521078
227	0.523653	3750	-0.132221	-33.653299
228	0.521958	3750	-0.158139	-33.811438
229	0.520268	3750	-0.142682	-33.954121
230	0.518580	3750	-0.165271	-34.119391
231	0.516896	3750	-0.162727	-34.282118
232	0.515215	3750	-0.159058	-34.441176
233	0.513537	3750	-0.154012	-34.595188
234	0.511863	3750	-0.142698	-34.737886
235	0.510192	3750	-0.146294	-34.884180
236	0.508524	3750	-0.136618	-35.020798
237	0.506859	3750	-0.136395	-35.157193
238	0.505198	3750	-0.135488	-35.292681
239	0.503540	3750	-0.134935	-35.427616
240	0.501885	3750	-0.140578	-35.568194
241	0.500234	3750	-0.158358	-35.726552
242	0.498586	3750	-0.155930	-35.882482
243	0.496941	3750	-0.147128	-36.029610
244	0.495299	3750	-0.149132	-36.178742
245	0.493660	3750	-0.140082	-36.318825
246	0.492025	3750	-0.149503	-36.468327
247	0.490393	3750	-0.156094	-36.624421
248	0.488765	3750	-0.151908	-36.776329
249	0.487139	3750	-0.124848	-36.901177
250	0.485517	3750	-0.153574	-37.054751
251	0.483898	3750	-0.142071	-37.196822
252	0.482283	3750	-0.142004	-37.338826
253	0.480670	3750	-0.148560	-37.487387
254	0.479061	3750	-0.145941	-37.633327
255	0.477455	3750	-0.149470	-37.782797
256	0.475852	3750	-0.143399	-37.926196
257	0.474253	3750	-0.161434	-38.087630
258	0.472656	3750	-0.159114	-38.246744
259	0.471063	3750	-0.133583	-38.380328
260	0.469474	3750	-0.150985	-38.531313
261	0.467887	3750	-0.147644	-38.678957
262	0.466304	3750	-0.152544	-38.831501
263	0.464723	3750	-0.139360	-38.970861
264	0.463146	3750	-0.140618	-39.111479
265	0.461573	3750	-0.135468	-39.246947
266	0.460002	3750	-0.143430	-39.390376
267	0.458435	3750	-0.133431	-39.523807
268	0.456871	3750	-0.138244	-39.662051
269	0.455310	3750	-0.149360	-39.811411
270	0.453752	3750	-0.138856	-39.950267
271	0.452198	3750	-0.138981	-40.089249
272	0.450647	3750	-0.129124	-40.218373
273	0.449098	3750	-0.149649	-40.368022
274	0.447554	3750	-0.144442	-40.512465
275	0.446012	3750	-0.144587	-40.657051
276	0.444473	3750	-0.136142	-40.793193
277	0.442938	3750	-0.137898	-40.931091
278	0.441406	3750	-0.131140	-41.062231
279	0.439877	3750	-0.177875	-41.240106
280	0.438351	3750	-0.143210	-41.383317
281	0.436829	3750	-0.139616	-41.522933
282	0.435309	3750	-0.144714	-41.667647
283	0.433793	3750	-0.141409	-41.809056
284	0.432280	3750	-0.131957	-41.941012
285	0.430770	3750	-0.144988	-42.086000
286	0.429263	3750	-0.131713	-42.217713
287	0.427760	3750	-0.153377	-42.371090
288	0.426259	3750	-0.151591	-42.522680
289	0.424762	3750	-0.147809	-42.670489
290	0.423268	3750	-0.137656	-42.808145
291	0.421777	3750	-0.146838	-42.954982
292	0.420289	3750	-0.154122	-43.109104
293	0.418805	3750	-0.132848	-43.241952
294	0.417323	3750	-0.143838	-43.385790
295	0.415845	3750	-0.150245	-43.536035
296	0.414370	3750	-0.149026	-43.685060
297	0.412898	3750	-0.132115	-43.817175
298	0.411429	3750	-0.138829	-43.956005
299	0.409963	3750	-0.120626	-44.076630
300	0.408501	3750	-0.137204	-44.213834
301	0.407041	3750	-0.134342	-44.348177
302	0.405585	3750	-0.151674	-44.499851
303	0.404132	3750	-0.152566	-44.652418
304	0.402682	3750	-0.141535	-44.793953
305	0.401235	3750	-0.131080	-44.925033
306	0.399791	3750	-0.134884	-45.059916
307	0.398350	3750	-0.147402	-45.207318
308	0.396913	3750	-0.126482	-45.333800
309	0.395478	3750	-0.130729	-45.464529
310	0.394047	3750	-0.129126	-45.593655
311	0.392619	3750	-0.139643	-45.733299
312	0.391194	3750	-0.135816	-45.869115
313	0.389772	3750	-0.138478	-46.007592
314	0.388353	3750	-0.125529	-46.133121
315	0.386937	3750	-0.128168	-46.261289
316	0.385524	3750	-0.126711	-46.387999
317	0.384115	3750	-0.127854	-46.515854
318	0.382708	3750	-0.139794	-46.655647
319	0.381305	3750	-0.134173	-46.789820
320	0.379904	3750	-0.131337	-46.921157
321	0.378507	3750	-0.141830	-47.062987
322	0.377113	3750	-0.134201	-47.197188
323	0.375722	3750	-0.126308	-47.323496
324	0.374334	3750	-0.128345	-47.451841
325	0.372949	3750	-0.123206	-47.575047
326	0.371567	3750	-0.132530	-47.707578
327	0.370189	3750	-0.120991	-47.828569
328	0.368813	3750	-0.132666	-47.961235
329	0.367440	3750	-0.127029	-48.088264
330	0.366071	3750	-0.144132	-48.232396
331	0.364705	3750	-0.126441	-48.358836
332	0.363341	3750	-0.127403	-48.486239
333	0.361981	3750	-0.139182	-48.625422
334	0.360624	3750	-0.135767	-48.761189
335	0.359269	3750	-0.121428	-48.882617
336	0.357918	3750	-0.137968	-49.020585
337	0.356570	3750	-0.142742	-49.163327
338	0.355225	3750	-0.132869	-49.296195
339	0.353883	3750	-0.132522	-49.428718
340	0.352544	3750	-0.129741	-49.558459
341	0.351208	3750	-0.128471	-49.686931
342	0.349875	3750	-0.142146	-49.829077
343	0.348546	3750	-0.137979	-49.967055
344	0.347219	3750	-0.131220	-50.098275
345	0.345895	3750	-0.131440	-50.229716
346	0.344574	3750	-0.130874	-50.360590
347	0.343257	3750	-0.124785	-50.485375
348	0.341942	3750	-0.123512	-50.608886
349	0.340630	3750	-0.134448	-50.743334
350	0.339322	3750	-0.126456	-50.869791
351	0.338016	3750	-0.131691	-51.001482
352	0.336714	3750	-0.146540	-51.148022
353	0.335414	3750	-0.127889	-51.275911
354	0.334118	3750	-0.115526	-51.391438
355	0.332824	3750	-0.131259	-51.522696
356	0.331534	3750	-0.132769	-51.655465
357	0.330246	3750	-0.138166	-51.793631
358	0.328962	3750	-0.129076	-51.922707
359	0.327680	3750	-0.126744	-52.049451
360	0.326401	3750	-0.131315	-52.180766
361	0.325126	3750	-0.116202	-52.296968
362	0.323853	3750	-0.133937	-52.430905
363	0.322584	3750	-0.126576	-52.557480
364	0.321317	3750	-0.124014	-52.681495
365	0.320054	3750	-0.123027	-52.804522
366	0.318793	3750	-0.133507	-52.938029
367	0.317536	3750	-0.134767	-53.072797
368	0.316281	3750	-0.119622	-53.192418
369	0.315030	3750	-0.123387	-53.315806
370	0.313781	3750	-0.129570	-53.445376
371	0.312535	3750	-0.122891	-53.568267
372	0.311293	3750	-0.133916	-53.702183
373	0.310053	3750	-0.122966	-53.825149
374	0.308816	3750	-0.122031	-53.947180
375	0.307582	3750	-0.137157	-54.084337
376	0.306352	3750	-0.131261	-54.215598
377	0.305124	3750	-0.129497	-54.345094
378	0.303899	3750	-0.122627	-54.467722
379	0.302677	3750	-0.130014	-54.597735
380	0.301458	3750	-0.118696	-54.716431
381	0.300242	3750	-0.133941	-54.850372
382	0.299029	3750	-0.122501	-54.972873
383	0.297819	3750	-0.130631	-55.103504
384	0.296611	3750	-0.131008	-55.234511
385	0.295407	3750	-0.133794	-55.368305
386	0.294206	3750	-0.118433	-55.486738
387	0.293007	3750	-0.124189	-55.610928
388	0.291812	3750	-0.120101	-55.731029
389	0.290619	3750	-0.136740	-55.867769
390	0.289430	3750	-0.137593	-56.005362
391	0.288243	3750	-0.130754	-56.136116
392	0.287059	3750	-0.133934	-56.270051
393	0.285879	3750	-0.119450	-56.389501
394	0.284701	3750	-0.126700	-56.516201
395	0.283526	3750	-0.124794	-56.640994
396	0.282354	3750	-0.134412	-56.775406
397	0.281184	3750	-0.126827	-56.902233
398	0.280018	3750	-0.117760	-57.019993
399	0.278855	3750	-0.125939	-57.145932
400	0.277694	3750	-0.123862	-57.269793
401	0.276537	3750	-0.131175	-57.400968
402	0.275382	3750	-0.117186	-57.518154
403	0.274230	3750	-0.117707	-57.635862
404	0.273082	3750	-0.129219	-57.765081
405	0.271936	3750	-0.131762	-57.896843
406	0.270793	3750	-0.127554	-58.024397
407	0.269652	3750	-0.122793	-58.147190
408	0.268515	3750	-0.132052	-58.279242
409	0.267381	3750	-0.133878	-58.413120
410	0.266249	3750	-0.120579	-58.533698
411	0.265121	3750	-0.124738	-58.658436
412	0.263995	3750	-0.132554	-58.790991
413	0.262872	3750	-0.133511	-58.924501
414	0.261752	3750	-0.134679	-59.059180
415	0.260635	3750	-0.137343	-59.196523
416	0.259520	3750	-0.133917	-59.330439
417	0.258409	3750	-0.124279	-59.454718
418	0.257300	3750	-0.133881	-59.588599
419	0.256195	3750	-0.115041	-59.703640
420	0.255092	3750	-0.114303	-59.817944
421	0.253992	3750	-0.119757	-59.937700
422	0.252895	3750	-0.129535	-60.067235
423	0.251800	3750	-0.130304	-60.197539
424	0.250709	3750	-0.120368	-60.317907
425	0.249620	3750	-0.127194	-60.445101
426	0.248534	3750	-0.121662	-60.566763
427	0.247451	3750	-0.119091	-60.685853
428	0.246371	3750	-0.129521	-60.815375
429	0.245294	3750	-0.107171	-60.922546
430	0.244220	3750	-0.114197	-61.036743
431	0.243148	3750	-0.117000	-61.153743
432	0.242079	3750	-0.121936	-61.275679
433	0.241013	3750	-0.122408	-61.398088
434	0.239950	3750	-0.117080	-61.515168
435	0.238890	3750	-0.114909	-61.630077
436	0.237832	3750	-0.127710	-61.757787
437	0.236778	3750	-0.112887	-61.870674
438	0.235726	3750	-0.119580	-61.990254
439	0.234677	3750	-0.115239	-62.105492
440	0.233630	3750	-0.123519	-62.229011
441	0.232587	3750	-0.122693	-62.351705
442	0.231546	3750	-0.113675	-62.465380
443	0.230509	3750	-0.124521	-62.589901
444	0.229473	3750	-0.125354	-62.715255
445	0.228441	3750	-0.123771	-62.839026
446	0.227412	3750	-0.114897	-62.953923
447	0.226385	3750	-0.115997	-63.069920
448	0.225361	3750	-0.119910	-63.189830
449	0.224340	3750	-0.117534	-63.307364
450	0.223322	3750	-0.109236	-63.416600
451	0.222306	3750	-0.130958	-63.547558
452	0.221293	3750	-0.115699	-63.663257
453	0.220283	3750	-0.122117	-63.785374
454	0.219276	3750	-0.117440	-63.902814
455	0.218272	3750	-0.123748	-64.026562
456	0.217270	3750	-0.113368	-64.139930
457	0.216271	3750	-0.115329	-64.255259
458	0.215275	3750	-0.120233	-64.375492
459	0.214281	3750	-0.121765	-64.497257
460	0.213291	3750	-0.105385	-64.602642
461	0.212303	3750	-0.118842	-64.721483
462	0.211318	3750	-0.114379	-64.835862
463	0.210335	3750	-0.119462	-64.955325
464	0.209356	3750	-0.114347	-65.069671
465	0.208379	3750	-0.114937	-65.184609
466	0.207404	3750	-0.111894	-65.296503
467	0.206433	3750	-0.117260	-65.413762
468	0.205464	3750	-0.112805	-65.526567
469	0.204498	3750	-0.106439	-65.633006
470	0.203535	3750	-0.112149	-65.745155
471	0.202575	3750	-0.112386	-65.857541
472	0.201617	3750	-0.113839	-65.971380
473	0.200662	3750	-0.116035	-66.087414
474	0.199709	3750	-0.100190	-66.187605
475	0.198760	3750	-0.119553	-66.307157
476	0.197813	3750	-0.119695	-66.426852
477	0.196869	3750	-0.114381	-66.541233
478	0.195927	3750	-0.118906	-66.660139
479	0.194988	3750	-0.104617	-66.764755
480	0.194052	3750	-0.109940	-66.874696
481	0.193119	3750	-0.095683	-66.970378
482	0.192188	3750	-0.111596	-67.081974
483	0.191260	3750	-0.103884	-67.185858
484	0.190335	3750	-0.109017	-67.294875
485	0.189412	3750	-0.105555	-67.400430
486	0.188492	3750	-0.109102	-67.509532
487	0.187575	3750	-0.108920	-67.618452
488	0.186660	3750	-0.121656	-67.740108
489	0.185749	3750	-0.111231	-67.851339
490	0.184839	3750	-0.106350	-67.957690
491	0.183933	3750	-0.110009	-68.067699
492	0.183029	3750	-0.110432	-68.178131
493	0.182128	3750	-0.110365	-68.288496
494	0.181229	3750	-0.118650	-68.407146
495	0.180333	3750	-0.109975	-68.517121
496	0.179440	3750	-0.117498	-68.634620
497	0.178550	3750	-0.100827	-68.735446
498	0.177662	3750	-0.107563	-68.843009
499	0.176777	3750	-0.104003	-68.947012
500	0.175894	3750	-0.120400	-69.067412
501	0.175014	3750	-0.120171	-69.187583
502	0.174137	3750	-0.114514	-69.302097
503	0.173262	3750	-0.109085	-69.411182
504	0.172390	3750	-0.110050	-69.521231
505	0.171521	3750	-0.112237	-69.633468
506	0.170654	3750	-0.113968	-69.747436
507	0.169790	3750	-0.111087	-69.858524
508	0.168929	3750	-0.108019	-69.966542
509	0.168070	3750	-0.107867	-70.074409
510	0.167214	3750	-0.096075	-70.170484
511	0.166360	3750	-0.103276	-70.273759
512	0.165509	3750	-0.106491	-70.380250
513	0.164661	3750	-0.111901	-70.492151
514	0.163815	3750	-0.115056	-70.607208
515	0.162972	3750	-0.106623	-70.713831
516	0.162132	3750	-0.112048	-70.825880
517	0.161294	3750	-0.114417	-70.940296
518	0.160458	3750	-0.116522	-71.056818
519	0.159626	3750	-0.112807	-71.169625
520	0.158796	3750	-0.108997	-71.278622
521	0.157968	3750	-0.093902	-71.372525
522	0.157143	3750	-0.110876	-71.483401
523	0.156321	3750	-0.104287	-71.587688
524	0.155501	3750	-0.108398	-71.696085
525	0.154684	3750	-0.114881	-71.810966
526	0.153870	3750	-0.108557	-71.919523
527	0.153058	3750	-0.106939	-72.026462
528	0.152248	3750	-0.109683	-72.136146
529	0.151441	3750	-0.106600	-72.242745
530	0.150637	3750	-0.096799	-72.339545
531	0.149835	3750	-0.094286	-72.433830
532	0.149036	3750	-0.107881	-72.541712
533	0.148240	3750	-0.097165	-72.638877
534	0.147446	3750	-0.095341	-72.734217
535	0.146654	3750	-0.105814	-72.840031
536	0.145865	3750	-0.112127	-72.952159
537	0.145079	3750	-0.113014	-73.065173
538	0.144295	3750	-0.096560	-73.161733
539	0.143514	3750	-0.096192	-73.257925
540	0.142735	3750	-0.104014	-73.361939
541	0.141959	3750	-0.104903	-73.466842
542	0.141186	3750	-0.119372	-73.586213
543	0.140415	3750	-0.112452	-73.698665
544	0.139646	3750	-0.094536	-73.793201
545	0.138880	3750	-0.094118	-73.887319
546	0.138116	3750	-0.105254	-73.992573
547	0.137356	3750	-0.103614	-74.096186
548	0.136597	3750	-0.096858	-74.193044
549	0.135841	3750	-0.110632	-74.303676
550	0.135088	3750	-0.110995	-74.414671
551	0.134337	3750	-0.100342	-74.515012
552	0.133588	3750	-0.112656	-74.627669
553	0.132843	3750	-0.104339	-74.732008
554	0.132099	3750	-0.094990	-74.826998
555	0.131358	3750	-0.103386	-74.930384
556	0.130620	3750	-0.099039	-75.029423
557	0.129884	3750	-0.104635	-75.134059
558	0.129151	3750	-0.093728	-75.227786
559	0.128420	3750	-0.108294	-75.336081
560	0.127691	3750	-0.107705	-75.443786
561	0.126965	3750	-0.098363	-75.542149
562	0.126242	3750	-0.088685	-75.630834
563	0.125521	3750	-0.100422	-75.731256
564	0.124802	3750	-0.104948	-75.836205
565	0.124086	3750	-0.101357	-75.937561
566	0.123373	3750	-0.103125	-76.040687
567	0.122662	3750	-0.107095	-76.147782
568	0.121953	3750	-0.101403	-76.249185
569	0.121247	3750	-0.125962	-76.375147
570	0.120543	3750	-0.106505	-76.481652
571	0.119842	3750	-0.106649	-76.588300
572	0.119143	3750	-0.099428	-76.687729
573	0.118447	3750	-0.104044	-76.791773
574	0.117753	3750	-0.105478	-76.897251
575	0.117062	3750	-0.096525	-76.993775
576	0.116373	3750	-0.096478	-77.090253
577	0.115686	3750	-0.103058	-77.193311
578	0.115002	3750	-0.096641	-77.289953
579	0.114320	3750	-0.108115	-77.398068
580	0.113641	3750	-0.095271	-77.493339
581	0.112964	3750	-0.093484	-77.586823
582	0.112290	3750	-0.093089	-77.679911
583	0.111618	3750	-0.101953	-77.781864
584	0.110948	3750	-0.101041	-77.882905
585	0.110281	3750	-0.106444	-77.989350
586	0.109616	3750	-0.105190	-78.094539
587	0.108954	3750	-0.106609	-78.201148
588	0.108294	3750	-0.094223	-78.295371
589	0.107637	3750	-0.101365	-78.396737
590	0.106981	3750	-0.092929	-78.489666
591	0.106329	3750	-0.103125	-78.592791
592	0.105678	3750	-0.098071	-78.690862
593	0.105030	3750	-0.088630	-78.779492
594	0.104385	3750	-0.094160	-78.873651
595	0.103742	3750	-0.109201	-78.982852
596	0.103101	3750	-0.101806	-79.084658
597	0.102463	3750	-0.104093	-79.188751
598	0.101827	3750	-0.095691	-79.284442
599	0.101193	3750	-0.100705	-79.385147
600	0.100562	3750	-0.104080	-79.489227
601	0.099933	3750	-0.103346	-79.592574
602	0.099306	3750	-0.083185	-79.675759
603	0.098682	3750	-0.112780	-79.788539
604	0.098060	3750	-0.091634	-79.880172
605	0.097441	3750	-0.098622	-79.978795
606	0.096824	3750	-0.103371	-80.082165
607	0.096209	3750	-0.108592	-80.190757
608	0.095596	3750	-0.098708	-80.289465
609	0.094986	3750	-0.105213	-80.394678
610	0.094379	3750	-0.086588	-80.481266
611	0.093773	3750	-0.087795	-80.569061
612	0.093170	3750	-0.085295	-80.654356
613	0.092570	3750	-0.094939	-80.749294
614	0.091971	3750	-0.089227	-80.838521
615	0.091375	3750	-0.091100	-80.929621
616	0.090781	3750	-0.084932	-81.014553
617	0.090190	3750	-0.088924	-81.103477
618	0.089601	3750	-0.088996	-81.192473
619	0.089014	3750	-0.093563	-81.286036
620	0.088430	3750	-0.087238	-81.373273
621	0.087848	3750	-0.087784	-81.461058
622	0.087268	3750	-0.092503	-81.553561
623	0.086690	3750	-0.080627	-81.634187
624	0.086115	3750	-0.088566	-81.722754
625	0.085542	3750	-0.086646	-81.809400
626	0.084971	3750	-0.091717	-81.901117
