Steppingstone sampler:
        No Stones:                  1000
        Start It:                   11000001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
129	0.705989	3750	-0.285351	-41.245875
130	0.703962	3750	-0.285327	-41.531202
131	0.701939	3750	-0.284279	-41.815481
132	0.699919	3750	-0.283960	-42.099442
133	0.697902	3750	-0.283229	-42.382671
134	0.695889	3750	-0.282793	-42.665464
135	0.693880	3750	-0.282181	-42.947645
136	0.691874	3750	-0.281791	-43.229436
137	0.689871	3750	-0.281770	-43.511207
138	0.687872	3750	-0.280940	-43.792146
139	0.685877	3750	-0.280435	-44.072582
140	0.683885	3750	-0.280163	-44.352745
141	0.681896	3750	-0.279764	-44.632509
142	0.679911	3750	-0.279148	-44.911657
143	0.677929	3750	-0.278683	-45.190340
144	0.675951	3750	-0.278392	-45.468732
145	0.673976	3750	-0.277425	-45.746157
146	0.672005	3750	-0.277127	-46.023284
147	0.670037	3750	-0.276328	-46.299612
148	0.668073	3750	-0.275984	-46.575596
149	0.666112	3750	-0.275921	-46.851517
150	0.664155	3750	-0.275079	-47.126596
151	0.662201	3750	-0.274602	-47.401198
152	0.660250	3750	-0.274064	-47.675261
153	0.658303	3750	-0.273885	-47.949146
154	0.656359	3750	-0.273361	-48.222507
155	0.654419	3750	-0.272740	-48.495247
156	0.652483	3750	-0.272483	-48.767730
157	0.650549	3750	-0.271713	-49.039443
158	0.648619	3750	-0.271773	-49.311216
159	0.646693	3750	-0.270845	-49.582061
160	0.644770	3750	-0.270653	-49.852714
161	0.642851	3750	-0.270151	-50.122865
162	0.640934	3750	-0.269634	-50.392500
163	0.639022	3750	-0.269152	-50.661651
164	0.637113	3750	-0.268670	-50.930321
165	0.635207	3750	-0.268418	-51.198739
166	0.633304	3750	-0.267388	-51.466127
167	0.631405	3750	-0.267047	-51.733173
168	0.629510	3750	-0.266829	-52.000002
169	0.627618	3750	-0.266298	-52.266300
170	0.625729	3750	-0.265747	-52.532047
171	0.623844	3750	-0.265086	-52.797133
172	0.621962	3750	-0.264944	-53.062077
173	0.620083	3750	-0.264415	-53.326492
174	0.618208	3750	-0.263556	-53.590049
175	0.616337	3750	-0.263339	-53.853388
176	0.614468	3750	-0.262825	-54.116213
177	0.612604	3750	-0.262761	-54.378974
178	0.610742	3750	-0.261789	-54.640762
179	0.608884	3750	-0.261872	-54.902634
180	0.607029	3750	-0.261138	-55.163772
181	0.605178	3750	-0.260977	-55.424749
182	0.603330	3750	-0.260190	-55.684939
183	0.601486	3750	-0.259686	-55.944624
184	0.599645	3750	-0.258995	-56.203620
185	0.597807	3750	-0.259151	-56.462771
186	0.595973	3750	-0.258126	-56.720897
187	0.594142	3750	-0.257685	-56.978583
188	0.592314	3750	-0.257397	-57.235980
189	0.590490	3750	-0.256763	-57.492743
190	0.588669	3750	-0.256684	-57.749427
191	0.586852	3750	-0.255936	-58.005362
192	0.585038	3750	-0.255370	-58.260732
193	0.583227	3750	-0.255083	-58.515815
194	0.581420	3750	-0.254482	-58.770297
195	0.579616	3750	-0.254122	-59.024419
196	0.577815	3750	-0.253856	-59.278275
197	0.576018	3750	-0.253151	-59.531426
198	0.574224	3750	-0.252804	-59.784230
199	0.572433	3750	-0.252371	-60.036601
200	0.570646	3750	-0.251699	-60.288300
201	0.568862	3750	-0.251225	-60.539525
202	0.567082	3750	-0.250650	-60.790175
203	0.565305	3750	-0.250477	-61.040652
204	0.563531	3750	-0.250020	-61.290671
205	0.561761	3750	-0.249453	-61.540125
206	0.559993	3750	-0.248840	-61.788965
207	0.558230	3750	-0.248741	-62.037706
208	0.556469	3750	-0.248197	-62.285903
209	0.554712	3750	-0.247441	-62.533344
210	0.552958	3750	-0.247017	-62.780362
211	0.551208	3750	-0.246596	-63.026958
212	0.549461	3750	-0.246270	-63.273227
213	0.547717	3750	-0.245699	-63.518926
214	0.545977	3750	-0.245330	-63.764256
215	0.544240	3750	-0.244796	-64.009053
216	0.542506	3750	-0.244320	-64.253373
217	0.540775	3750	-0.243599	-64.496972
218	0.539048	3750	-0.243413	-64.740385
219	0.537324	3750	-0.243052	-64.983437
220	0.535604	3750	-0.242458	-65.225895
221	0.533887	3750	-0.242285	-65.468180
222	0.532173	3750	-0.241617	-65.709797
223	0.530462	3750	-0.241138	-65.950935
224	0.528755	3750	-0.240582	-66.191517
225	0.527051	3750	-0.240231	-66.431748
226	0.525350	3750	-0.239704	-66.671452
227	0.523653	3750	-0.239443	-66.910895
228	0.521958	3750	-0.239175	-67.150070
229	0.520268	3750	-0.238607	-67.388677
230	0.518580	3750	-0.237748	-67.626425
231	0.516896	3750	-0.237496	-67.863921
232	0.515215	3750	-0.237016	-68.100936
233	0.513537	3750	-0.236603	-68.337540
234	0.511863	3750	-0.236136	-68.573676
235	0.510192	3750	-0.236039	-68.809715
236	0.508524	3750	-0.235480	-69.045194
237	0.506859	3750	-0.234985	-69.280179
238	0.505198	3750	-0.234423	-69.514603
239	0.503540	3750	-0.233953	-69.748556
240	0.501885	3750	-0.233529	-69.982084
241	0.500234	3750	-0.233134	-70.215219
242	0.498586	3750	-0.232374	-70.447593
243	0.496941	3750	-0.232137	-70.679730
244	0.495299	3750	-0.231737	-70.911467
245	0.493660	3750	-0.230976	-71.142443
246	0.492025	3750	-0.230666	-71.373109
247	0.490393	3750	-0.230725	-71.603835
248	0.488765	3750	-0.230140	-71.833975
249	0.487139	3750	-0.229287	-72.063262
250	0.485517	3750	-0.228760	-72.292022
251	0.483898	3750	-0.228987	-72.521009
252	0.482283	3750	-0.227779	-72.748788
253	0.480670	3750	-0.227702	-72.976490
254	0.479061	3750	-0.227518	-73.204008
255	0.477455	3750	-0.226793	-73.430801
256	0.475852	3750	-0.226597	-73.657397
257	0.474253	3750	-0.225869	-73.883266
258	0.472656	3750	-0.225137	-74.108403
259	0.471063	3750	-0.225190	-74.333593
260	0.469474	3750	-0.224630	-74.558223
261	0.467887	3750	-0.223943	-74.782167
262	0.466304	3750	-0.223692	-75.005859
263	0.464723	3750	-0.223443	-75.229302
264	0.463146	3750	-0.222589	-75.451890
265	0.461573	3750	-0.222664	-75.674554
266	0.460002	3750	-0.222196	-75.896750
267	0.458435	3750	-0.221633	-76.118383
268	0.456871	3750	-0.220848	-76.339231
269	0.455310	3750	-0.220419	-76.559650
270	0.453752	3750	-0.219955	-76.779605
271	0.452198	3750	-0.219687	-76.999292
272	0.450647	3750	-0.219398	-77.218690
273	0.449098	3750	-0.218827	-77.437517
274	0.447554	3750	-0.218699	-77.656216
275	0.446012	3750	-0.217984	-77.874200
276	0.444473	3750	-0.217215	-78.091415
277	0.442938	3750	-0.216948	-78.308363
278	0.441406	3750	-0.216682	-78.525045
279	0.439877	3750	-0.216059	-78.741104
280	0.438351	3750	-0.215997	-78.957101
281	0.436829	3750	-0.215312	-79.172413
282	0.435309	3750	-0.214848	-79.387261
283	0.433793	3750	-0.214362	-79.601622
284	0.432280	3750	-0.214230	-79.815852
285	0.430770	3750	-0.213567	-80.029420
286	0.429263	3750	-0.213158	-80.242578
287	0.427760	3750	-0.212668	-80.455246
288	0.426259	3750	-0.212000	-80.667246
289	0.424762	3750	-0.211954	-80.879200
290	0.423268	3750	-0.211803	-81.091003
291	0.421777	3750	-0.210909	-81.301913
292	0.420289	3750	-0.210781	-81.512693
293	0.418805	3750	-0.210112	-81.722806
294	0.417323	3750	-0.209351	-81.932156
295	0.415845	3750	-0.209536	-82.141692
296	0.414370	3750	-0.208692	-82.350384
297	0.412898	3750	-0.208263	-82.558648
298	0.411429	3750	-0.207914	-82.766562
299	0.409963	3750	-0.207782	-82.974344
300	0.408501	3750	-0.207050	-83.181394
301	0.407041	3750	-0.206519	-83.387913
302	0.405585	3750	-0.206159	-83.594071
303	0.404132	3750	-0.205830	-83.799901
304	0.402682	3750	-0.205271	-84.005172
305	0.401235	3750	-0.205029	-84.210201
306	0.399791	3750	-0.204297	-84.414497
307	0.398350	3750	-0.204203	-84.618700
308	0.396913	3750	-0.203715	-84.822415
309	0.395478	3750	-0.203518	-85.025934
310	0.394047	3750	-0.202901	-85.228835
311	0.392619	3750	-0.202232	-85.431067
312	0.391194	3750	-0.202060	-85.633127
313	0.389772	3750	-0.201428	-85.834555
314	0.388353	3750	-0.201350	-86.035904
315	0.386937	3750	-0.200454	-86.236358
316	0.385524	3750	-0.200193	-86.436551
317	0.384115	3750	-0.199666	-86.636217
318	0.382708	3750	-0.199564	-86.835781
319	0.381305	3750	-0.198935	-87.034716
320	0.379904	3750	-0.198283	-87.232999
321	0.378507	3750	-0.197883	-87.430882
322	0.377113	3750	-0.197773	-87.628656
323	0.375722	3750	-0.197181	-87.825837
324	0.374334	3750	-0.196613	-88.022450
325	0.372949	3750	-0.196474	-88.218924
326	0.371567	3750	-0.195895	-88.414819
327	0.370189	3750	-0.196007	-88.610826
328	0.368813	3750	-0.195250	-88.806075
329	0.367440	3750	-0.195042	-89.001117
330	0.366071	3750	-0.194417	-89.195534
331	0.364705	3750	-0.194206	-89.389740
332	0.363341	3750	-0.193718	-89.583458
333	0.361981	3750	-0.193223	-89.776681
334	0.360624	3750	-0.192880	-89.969560
335	0.359269	3750	-0.191964	-90.161524
336	0.357918	3750	-0.192016	-90.353541
337	0.356570	3750	-0.191517	-90.545058
338	0.355225	3750	-0.191261	-90.736319
339	0.353883	3750	-0.190555	-90.926874
340	0.352544	3750	-0.190235	-91.117109
341	0.351208	3750	-0.189660	-91.306770
342	0.349875	3750	-0.189311	-91.496080
343	0.348546	3750	-0.189096	-91.685176
344	0.347219	3750	-0.188703	-91.873879
345	0.345895	3750	-0.188507	-92.062386
346	0.344574	3750	-0.187359	-92.249745
347	0.343257	3750	-0.187183	-92.436928
348	0.341942	3750	-0.187165	-92.624093
349	0.340630	3750	-0.186436	-92.810529
350	0.339322	3750	-0.186560	-92.997089
351	0.338016	3750	-0.185987	-93.183075
352	0.336714	3750	-0.184915	-93.367991
353	0.335414	3750	-0.184858	-93.552849
354	0.334118	3750	-0.184284	-93.737134
355	0.332824	3750	-0.183609	-93.920743
356	0.331534	3750	-0.183658	-94.104401
357	0.330246	3750	-0.183271	-94.287672
358	0.328962	3750	-0.182173	-94.469845
359	0.327680	3750	-0.182365	-94.652210
360	0.326401	3750	-0.181921	-94.834130
361	0.325126	3750	-0.181436	-95.015566
362	0.323853	3750	-0.181060	-95.196625
363	0.322584	3750	-0.181007	-95.377632
364	0.321317	3750	-0.180435	-95.558067
365	0.320054	3750	-0.180496	-95.738563
366	0.318793	3750	-0.179574	-95.918137
367	0.317536	3750	-0.179019	-96.097156
368	0.316281	3750	-0.178522	-96.275678
369	0.315030	3750	-0.178277	-96.453954
370	0.313781	3750	-0.177612	-96.631566
371	0.312535	3750	-0.177343	-96.808910
372	0.311293	3750	-0.176968	-96.985878
373	0.310053	3750	-0.176762	-97.162640
374	0.308816	3750	-0.176033	-97.338672
375	0.307582	3750	-0.175925	-97.514598
376	0.306352	3750	-0.175608	-97.690206
377	0.305124	3750	-0.174975	-97.865181
378	0.303899	3750	-0.174279	-98.039460
379	0.302677	3750	-0.174002	-98.213462
380	0.301458	3750	-0.173602	-98.387064
381	0.300242	3750	-0.173485	-98.560549
382	0.299029	3750	-0.173199	-98.733748
383	0.297819	3750	-0.172376	-98.906124
384	0.296611	3750	-0.172125	-99.078248
385	0.295407	3750	-0.171976	-99.250224
386	0.294206	3750	-0.171555	-99.421779
387	0.293007	3750	-0.170924	-99.592703
388	0.291812	3750	-0.170708	-99.763411
389	0.290619	3750	-0.170185	-99.933597
390	0.289430	3750	-0.169885	-100.103482
391	0.288243	3750	-0.169371	-100.272853
392	0.287059	3750	-0.169032	-100.441885
393	0.285879	3750	-0.168653	-100.610538
394	0.284701	3750	-0.168149	-100.778687
395	0.283526	3750	-0.168002	-100.946689
396	0.282354	3750	-0.167140	-101.113829
397	0.281184	3750	-0.166832	-101.280660
398	0.280018	3750	-0.166752	-101.447413
399	0.278855	3750	-0.166168	-101.613581
400	0.277694	3750	-0.165650	-101.779231
401	0.276537	3750	-0.165553	-101.944784
402	0.275382	3750	-0.165133	-102.109917
403	0.274230	3750	-0.164614	-102.274531
404	0.273082	3750	-0.164259	-102.438791
405	0.271936	3750	-0.163706	-102.602497
406	0.270793	3750	-0.163270	-102.765766
407	0.269652	3750	-0.163185	-102.928951
408	0.268515	3750	-0.162337	-103.091288
409	0.267381	3750	-0.162017	-103.253305
410	0.266249	3750	-0.161708	-103.415013
411	0.265121	3750	-0.161650	-103.576663
412	0.263995	3750	-0.160986	-103.737649
413	0.262872	3750	-0.160517	-103.898166
414	0.261752	3750	-0.160471	-104.058637
415	0.260635	3750	-0.160016	-104.218653
416	0.259520	3750	-0.159552	-104.378205
417	0.258409	3750	-0.158925	-104.537130
418	0.257300	3750	-0.159135	-104.696265
419	0.256195	3750	-0.158015	-104.854280
420	0.255092	3750	-0.158328	-105.012607
421	0.253992	3750	-0.157523	-105.170130
422	0.252895	3750	-0.157341	-105.327471
423	0.251800	3750	-0.156373	-105.483844
424	0.250709	3750	-0.157014	-105.640858
425	0.249620	3750	-0.155969	-105.796827
426	0.248534	3750	-0.155245	-105.952072
427	0.247451	3750	-0.155621	-106.107693
428	0.246371	3750	-0.154874	-106.262567
429	0.245294	3750	-0.154618	-106.417185
430	0.244220	3750	-0.154340	-106.571525
431	0.243148	3750	-0.153371	-106.724896
432	0.242079	3750	-0.153164	-106.878060
433	0.241013	3750	-0.152749	-107.030809
434	0.239950	3750	-0.153037	-107.183845
435	0.238890	3750	-0.152090	-107.335935
436	0.237832	3750	-0.151990	-107.487925
437	0.236778	3750	-0.151291	-107.639216
438	0.235726	3750	-0.150714	-107.789930
439	0.234677	3750	-0.150258	-107.940188
440	0.233630	3750	-0.149841	-108.090029
441	0.232587	3750	-0.149900	-108.239930
442	0.231546	3750	-0.149376	-108.389306
443	0.230509	3750	-0.149046	-108.538352
444	0.229473	3750	-0.149497	-108.687849
445	0.228441	3750	-0.148568	-108.836417
446	0.227412	3750	-0.148079	-108.984496
447	0.226385	3750	-0.147287	-109.131783
448	0.225361	3750	-0.147518	-109.279301
449	0.224340	3750	-0.146399	-109.425700
450	0.223322	3750	-0.146972	-109.572672
451	0.222306	3750	-0.146260	-109.718932
452	0.221293	3750	-0.145615	-109.864547
453	0.220283	3750	-0.145115	-110.009662
454	0.219276	3750	-0.144657	-110.154320
455	0.218272	3750	-0.145093	-110.299413
456	0.217270	3750	-0.144268	-110.443681
457	0.216271	3750	-0.144388	-110.588069
458	0.215275	3750	-0.143744	-110.731813
459	0.214281	3750	-0.142972	-110.874784
460	0.213291	3750	-0.142567	-111.017352
461	0.212303	3750	-0.142503	-111.159855
462	0.211318	3750	-0.141427	-111.301282
463	0.210335	3750	-0.141264	-111.442545
464	0.209356	3750	-0.140954	-111.583499
465	0.208379	3750	-0.141168	-111.724667
466	0.207404	3750	-0.140516	-111.865184
467	0.206433	3750	-0.140276	-112.005459
468	0.205464	3750	-0.139580	-112.145039
469	0.204498	3750	-0.139797	-112.284836
470	0.203535	3750	-0.139192	-112.424028
471	0.202575	3750	-0.138588	-112.562616
472	0.201617	3750	-0.138528	-112.701144
473	0.200662	3750	-0.138017	-112.839161
474	0.199709	3750	-0.137591	-112.976753
475	0.198760	3750	-0.137683	-113.114436
476	0.197813	3750	-0.137466	-113.251902
477	0.196869	3750	-0.136788	-113.388689
478	0.195927	3750	-0.136041	-113.524730
479	0.194988	3750	-0.136033	-113.660763
480	0.194052	3750	-0.135468	-113.796231
481	0.193119	3750	-0.135156	-113.931387
482	0.192188	3750	-0.134242	-114.065629
483	0.191260	3750	-0.134616	-114.200245
484	0.190335	3750	-0.134026	-114.334271
485	0.189412	3750	-0.133680	-114.467951
486	0.188492	3750	-0.132876	-114.600826
487	0.187575	3750	-0.132800	-114.733626
488	0.186660	3750	-0.132413	-114.866039
489	0.185749	3750	-0.131931	-114.997969
490	0.184839	3750	-0.130950	-115.128919
491	0.183933	3750	-0.130855	-115.259775
492	0.183029	3750	-0.131475	-115.391250
493	0.182128	3750	-0.130497	-115.521747
494	0.181229	3750	-0.130722	-115.652469
495	0.180333	3750	-0.130243	-115.782712
496	0.179440	3750	-0.129349	-115.912061
497	0.178550	3750	-0.129519	-116.041580
498	0.177662	3750	-0.129150	-116.170730
499	0.176777	3750	-0.128324	-116.299054
500	0.175894	3750	-0.128040	-116.427094
501	0.175014	3750	-0.128147	-116.555241
502	0.174137	3750	-0.127562	-116.682803
503	0.173262	3750	-0.127361	-116.810164
504	0.172390	3750	-0.126875	-116.937039
505	0.171521	3750	-0.126899	-117.063938
506	0.170654	3750	-0.125770	-117.189708
507	0.169790	3750	-0.125726	-117.315433
508	0.168929	3750	-0.124973	-117.440406
509	0.168070	3750	-0.125153	-117.565559
510	0.167214	3750	-0.124964	-117.690523
511	0.166360	3750	-0.124416	-117.814939
512	0.165509	3750	-0.123842	-117.938781
513	0.164661	3750	-0.123222	-118.062003
514	0.163815	3750	-0.123428	-118.185431
515	0.162972	3750	-0.122911	-118.308341
516	0.162132	3750	-0.122711	-118.431053
517	0.161294	3750	-0.122359	-118.553412
518	0.160458	3750	-0.121687	-118.675099
519	0.159626	3750	-0.121075	-118.796173
520	0.158796	3750	-0.120868	-118.917042
521	0.157968	3750	-0.121183	-119.038224
522	0.157143	3750	-0.120567	-119.158792
523	0.156321	3750	-0.120683	-119.279475
524	0.155501	3750	-0.119614	-119.399089
525	0.154684	3750	-0.118695	-119.517784
526	0.153870	3750	-0.118639	-119.636423
527	0.153058	3750	-0.118131	-119.754555
528	0.152248	3750	-0.118835	-119.873390
529	0.151441	3750	-0.118520	-119.991910
530	0.150637	3750	-0.118315	-120.110224
531	0.149835	3750	-0.116869	-120.227093
532	0.149036	3750	-0.116999	-120.344093
533	0.148240	3750	-0.117126	-120.461219
534	0.147446	3750	-0.116800	-120.578019
535	0.146654	3750	-0.116116	-120.694135
536	0.145865	3750	-0.115683	-120.809818
537	0.145079	3750	-0.115641	-120.925458
538	0.144295	3750	-0.114929	-121.040388
539	0.143514	3750	-0.114258	-121.154645
540	0.142735	3750	-0.114013	-121.268658
541	0.141959	3750	-0.114048	-121.382705
542	0.141186	3750	-0.113846	-121.496551
543	0.140415	3750	-0.112989	-121.609541
544	0.139646	3750	-0.113528	-121.723069
545	0.138880	3750	-0.112550	-121.835619
546	0.138116	3750	-0.112267	-121.947885
547	0.137356	3750	-0.111552	-122.059438
548	0.136597	3750	-0.111590	-122.171028
549	0.135841	3750	-0.111577	-122.282605
550	0.135088	3750	-0.111034	-122.393639
551	0.134337	3750	-0.111797	-122.505436
552	0.133588	3750	-0.110099	-122.615534
553	0.132843	3750	-0.109865	-122.725399
554	0.132099	3750	-0.109294	-122.834693
555	0.131358	3750	-0.109352	-122.944045
556	0.130620	3750	-0.109284	-123.053329
557	0.129884	3750	-0.108694	-123.162023
558	0.129151	3750	-0.108565	-123.270588
559	0.128420	3750	-0.107538	-123.378126
560	0.127691	3750	-0.108043	-123.486169
561	0.126965	3750	-0.107232	-123.593402
562	0.126242	3750	-0.106815	-123.700217
563	0.125521	3750	-0.106955	-123.807172
564	0.124802	3750	-0.106949	-123.914121
565	0.124086	3750	-0.107095	-124.021217
566	0.123373	3750	-0.106782	-124.127999
567	0.122662	3750	-0.105992	-124.233990
568	0.121953	3750	-0.105212	-124.339202
569	0.121247	3750	-0.104891	-124.444094
570	0.120543	3750	-0.104367	-124.548461
571	0.119842	3750	-0.105122	-124.653583
572	0.119143	3750	-0.103892	-124.757475
573	0.118447	3750	-0.104060	-124.861535
574	0.117753	3750	-0.103909	-124.965444
575	0.117062	3750	-0.102820	-125.068264
576	0.116373	3750	-0.102328	-125.170592
577	0.115686	3750	-0.102729	-125.273321
578	0.115002	3750	-0.102194	-125.375515
579	0.114320	3750	-0.101427	-125.476942
580	0.113641	3750	-0.101280	-125.578222
581	0.112964	3750	-0.100569	-125.678791
582	0.112290	3750	-0.101117	-125.779908
583	0.111618	3750	-0.100715	-125.880622
584	0.110948	3750	-0.099647	-125.980269
585	0.110281	3750	-0.100471	-126.080740
586	0.109616	3750	-0.099083	-126.179823
587	0.108954	3750	-0.099276	-126.279099
588	0.108294	3750	-0.099073	-126.378173
589	0.107637	3750	-0.098759	-126.476932
590	0.106981	3750	-0.098065	-126.574997
591	0.106329	3750	-0.097700	-126.672698
592	0.105678	3750	-0.097458	-126.770156
593	0.105030	3750	-0.097878	-126.868034
594	0.104385	3750	-0.097025	-126.965059
595	0.103742	3750	-0.097685	-127.062744
596	0.103101	3750	-0.096712	-127.159455
597	0.102463	3750	-0.096273	-127.255728
598	0.101827	3750	-0.096231	-127.351958
599	0.101193	3750	-0.096836	-127.448794
600	0.100562	3750	-0.095121	-127.543915
601	0.099933	3750	-0.094642	-127.638557
602	0.099306	3750	-0.094215	-127.732771
603	0.098682	3750	-0.094193	-127.826965
604	0.098060	3750	-0.093716	-127.920680
605	0.097441	3750	-0.093467	-128.014147
606	0.096824	3750	-0.093393	-128.107540
607	0.096209	3750	-0.092844	-128.200384
608	0.095596	3750	-0.092389	-128.292773
609	0.094986	3750	-0.091580	-128.384353
610	0.094379	3750	-0.091971	-128.476324
611	0.093773	3750	-0.093397	-128.569721
612	0.093170	3750	-0.092124	-128.661845
613	0.092570	3750	-0.091873	-128.753718
614	0.091971	3750	-0.091082	-128.844800
615	0.091375	3750	-0.089975	-128.934775
616	0.090781	3750	-0.090094	-129.024869
617	0.090190	3750	-0.089776	-129.114645
618	0.089601	3750	-0.090100	-129.204745
619	0.089014	3750	-0.089556	-129.294301
620	0.088430	3750	-0.089199	-129.383500
621	0.087848	3750	-0.089089	-129.472588
622	0.087268	3750	-0.089508	-129.562096
623	0.086690	3750	-0.088313	-129.650409
624	0.086115	3750	-0.088375	-129.738784
625	0.085542	3750	-0.087612	-129.826396
626	0.084971	3750	-0.087656	-129.914052
