Steppingstone sampler:
        No Stones:                  1000
        Start It:                   11000001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
62	0.849863	3750	-0.203932	-13.282749
63	0.847597	3750	-0.200465	-13.483214
64	0.845335	3750	-0.199918	-13.683132
65	0.843077	3750	-0.199095	-13.882227
66	0.840822	3750	-0.199275	-14.081502
67	0.838571	3750	-0.205808	-14.287310
68	0.836323	3750	-0.201966	-14.489276
69	0.834079	3750	-0.207785	-14.697060
70	0.831839	3750	-0.208770	-14.905830
71	0.829602	3750	-0.210985	-15.116815
72	0.827369	3750	-0.209698	-15.326513
73	0.825140	3750	-0.201970	-15.528483
74	0.822914	3750	-0.203794	-15.732277
75	0.820691	3750	-0.209194	-15.941471
76	0.818473	3750	-0.194165	-16.135636
77	0.816258	3750	-0.200353	-16.335989
78	0.814046	3750	-0.201199	-16.537188
79	0.811838	3750	-0.195708	-16.732896
80	0.809634	3750	-0.196666	-16.929562
81	0.807433	3750	-0.202492	-17.132054
82	0.805236	3750	-0.200081	-17.332134
83	0.803043	3750	-0.195957	-17.528092
84	0.800853	3750	-0.195556	-17.723647
85	0.798667	3750	-0.193099	-17.916746
86	0.796484	3750	-0.197757	-18.114503
87	0.794305	3750	-0.191493	-18.305996
88	0.792129	3750	-0.202743	-18.508739
89	0.789957	3750	-0.201370	-18.710109
90	0.787789	3750	-0.199792	-18.909901
91	0.785624	3750	-0.199433	-19.109334
92	0.783463	3750	-0.198311	-19.307644
93	0.781305	3750	-0.204723	-19.512368
94	0.779151	3750	-0.192284	-19.704652
95	0.777000	3750	-0.199137	-19.903788
96	0.774853	3750	-0.194064	-20.097853
97	0.772710	3750	-0.207507	-20.305360
98	0.770570	3750	-0.194216	-20.499576
99	0.768433	3750	-0.191559	-20.691135
100	0.766301	3750	-0.193887	-20.885022
101	0.764172	3750	-0.191396	-21.076418
102	0.762046	3750	-0.197736	-21.274155
103	0.759924	3750	-0.198509	-21.472663
104	0.757805	3750	-0.200625	-21.673289
105	0.755690	3750	-0.185916	-21.859205
106	0.753579	3750	-0.187970	-22.047175
107	0.751471	3750	-0.200523	-22.247698
108	0.749366	3750	-0.199721	-22.447419
109	0.747266	3750	-0.189021	-22.636440
110	0.745168	3750	-0.193333	-22.829773
111	0.743075	3750	-0.195030	-23.024803
112	0.740984	3750	-0.195097	-23.219900
113	0.738898	3750	-0.196838	-23.416738
114	0.736815	3750	-0.198788	-23.615526
115	0.734735	3750	-0.192635	-23.808161
116	0.732659	3750	-0.184371	-23.992533
117	0.730586	3750	-0.188981	-24.181514
118	0.728517	3750	-0.195975	-24.377489
119	0.726452	3750	-0.194802	-24.572291
120	0.724390	3750	-0.191524	-24.763815
121	0.722331	3750	-0.187681	-24.951495
122	0.720276	3750	-0.190594	-25.142089
123	0.718225	3750	-0.195871	-25.337960
124	0.716177	3750	-0.200247	-25.538207
125	0.714132	3750	-0.186133	-25.724339
126	0.712091	3750	-0.189161	-25.913500
127	0.710054	3750	-0.188046	-26.101545
128	0.708020	3750	-0.186384	-26.287929
129	0.705989	3750	-0.180082	-26.468012
130	0.703962	3750	-0.180432	-26.648444
131	0.701939	3750	-0.190305	-26.838749
132	0.699919	3750	-0.184515	-27.023264
133	0.697902	3750	-0.189424	-27.212688
134	0.695889	3750	-0.186511	-27.399199
135	0.693880	3750	-0.182679	-27.581877
136	0.691874	3750	-0.193390	-27.775268
137	0.689871	3750	-0.183923	-27.959190
138	0.687872	3750	-0.184188	-28.143378
139	0.685877	3750	-0.189476	-28.332854
140	0.683885	3750	-0.187949	-28.520803
141	0.681896	3750	-0.187380	-28.708183
142	0.679911	3750	-0.187297	-28.895480
143	0.677929	3750	-0.190659	-29.086139
144	0.675951	3750	-0.186706	-29.272845
145	0.673976	3750	-0.189409	-29.462255
146	0.672005	3750	-0.177888	-29.640143
147	0.670037	3750	-0.185147	-29.825290
148	0.668073	3750	-0.179879	-30.005169
149	0.666112	3750	-0.183844	-30.189013
150	0.664155	3750	-0.185385	-30.374398
151	0.662201	3750	-0.183124	-30.557522
152	0.660250	3750	-0.189049	-30.746571
153	0.658303	3750	-0.191312	-30.937883
154	0.656359	3750	-0.179314	-31.117197
155	0.654419	3750	-0.185824	-31.303021
156	0.652483	3750	-0.190333	-31.493354
157	0.650549	3750	-0.182809	-31.676164
158	0.648619	3750	-0.186027	-31.862190
159	0.646693	3750	-0.188128	-32.050319
160	0.644770	3750	-0.189448	-32.239767
161	0.642851	3750	-0.188313	-32.428080
162	0.640934	3750	-0.187507	-32.615586
163	0.639022	3750	-0.181489	-32.797076
164	0.637113	3750	-0.183166	-32.980242
165	0.635207	3750	-0.168899	-33.149141
166	0.633304	3750	-0.188968	-33.338109
167	0.631405	3750	-0.183537	-33.521646
168	0.629510	3750	-0.180507	-33.702153
169	0.627618	3750	-0.184000	-33.886153
170	0.625729	3750	-0.182641	-34.068794
171	0.623844	3750	-0.190536	-34.259330
172	0.621962	3750	-0.175403	-34.434733
173	0.620083	3750	-0.170546	-34.605279
174	0.618208	3750	-0.186751	-34.792030
175	0.616337	3750	-0.178158	-34.970188
176	0.614468	3750	-0.175854	-35.146042
177	0.612604	3750	-0.174204	-35.320246
178	0.610742	3750	-0.180332	-35.500578
179	0.608884	3750	-0.181141	-35.681719
180	0.607029	3750	-0.189331	-35.871050
181	0.605178	3750	-0.183906	-36.054956
182	0.603330	3750	-0.182916	-36.237872
183	0.601486	3750	-0.179579	-36.417452
184	0.599645	3750	-0.180111	-36.597562
185	0.597807	3750	-0.177791	-36.775354
186	0.595973	3750	-0.180900	-36.956254
187	0.594142	3750	-0.181566	-37.137819
188	0.592314	3750	-0.181109	-37.318928
189	0.590490	3750	-0.182347	-37.501274
190	0.588669	3750	-0.175160	-37.676435
191	0.586852	3750	-0.175845	-37.852280
192	0.585038	3750	-0.181354	-38.033633
193	0.583227	3750	-0.178201	-38.211835
194	0.581420	3750	-0.180257	-38.392092
195	0.579616	3750	-0.178368	-38.570461
196	0.577815	3750	-0.173475	-38.743935
197	0.576018	3750	-0.175876	-38.919811
198	0.574224	3750	-0.177108	-39.096919
199	0.572433	3750	-0.180440	-39.277359
200	0.570646	3750	-0.180215	-39.457574
201	0.568862	3750	-0.176142	-39.633716
202	0.567082	3750	-0.177445	-39.811160
203	0.565305	3750	-0.176794	-39.987954
204	0.563531	3750	-0.176281	-40.164235
205	0.561761	3750	-0.176688	-40.340923
206	0.559993	3750	-0.172570	-40.513493
207	0.558230	3750	-0.173120	-40.686613
208	0.556469	3750	-0.171578	-40.858191
209	0.554712	3750	-0.175884	-41.034074
210	0.552958	3750	-0.172839	-41.206914
211	0.551208	3750	-0.169748	-41.376662
212	0.549461	3750	-0.175169	-41.551831
213	0.547717	3750	-0.178872	-41.730703
214	0.545977	3750	-0.175496	-41.906199
215	0.544240	3750	-0.175589	-42.081788
216	0.542506	3750	-0.170682	-42.252470
217	0.540775	3750	-0.170247	-42.422717
218	0.539048	3750	-0.174794	-42.597511
219	0.537324	3750	-0.169776	-42.767287
220	0.535604	3750	-0.172377	-42.939664
221	0.533887	3750	-0.173204	-43.112868
222	0.532173	3750	-0.172432	-43.285301
223	0.530462	3750	-0.168128	-43.453429
224	0.528755	3750	-0.165495	-43.618924
225	0.527051	3750	-0.175096	-43.794020
226	0.525350	3750	-0.170787	-43.964807
227	0.523653	3750	-0.166165	-44.130972
228	0.521958	3750	-0.172008	-44.302980
229	0.520268	3750	-0.174790	-44.477769
230	0.518580	3750	-0.166759	-44.644528
231	0.516896	3750	-0.168824	-44.813352
232	0.515215	3750	-0.170466	-44.983818
233	0.513537	3750	-0.166283	-45.150101
234	0.511863	3750	-0.168606	-45.318707
235	0.510192	3750	-0.168256	-45.486963
236	0.508524	3750	-0.164664	-45.651627
237	0.506859	3750	-0.167389	-45.819017
238	0.505198	3750	-0.166077	-45.985093
239	0.503540	3750	-0.174699	-46.159792
240	0.501885	3750	-0.170332	-46.330125
241	0.500234	3750	-0.178611	-46.508736
242	0.498586	3750	-0.169163	-46.677898
243	0.496941	3750	-0.166203	-46.844101
244	0.495299	3750	-0.184618	-47.028720
245	0.493660	3750	-0.164662	-47.193381
246	0.492025	3750	-0.167918	-47.361299
247	0.490393	3750	-0.168271	-47.529571
248	0.488765	3750	-0.158577	-47.688147
249	0.487139	3750	-0.172084	-47.860231
250	0.485517	3750	-0.166484	-48.026716
251	0.483898	3750	-0.169085	-48.195801
252	0.482283	3750	-0.164737	-48.360537
253	0.480670	3750	-0.169095	-48.529633
254	0.479061	3750	-0.168203	-48.697836
255	0.477455	3750	-0.159540	-48.857376
256	0.475852	3750	-0.171536	-49.028911
257	0.474253	3750	-0.166285	-49.195196
258	0.472656	3750	-0.165272	-49.360468
259	0.471063	3750	-0.175825	-49.536293
260	0.469474	3750	-0.159252	-49.695545
261	0.467887	3750	-0.159244	-49.854789
262	0.466304	3750	-0.163374	-50.018163
263	0.464723	3750	-0.157554	-50.175717
264	0.463146	3750	-0.150880	-50.326597
265	0.461573	3750	-0.165009	-50.491606
266	0.460002	3750	-0.164184	-50.655790
267	0.458435	3750	-0.157673	-50.813463
268	0.456871	3750	-0.152313	-50.965776
269	0.455310	3750	-0.160483	-51.126259
270	0.453752	3750	-0.161602	-51.287861
271	0.452198	3750	-0.162101	-51.449962
272	0.450647	3750	-0.159941	-51.609903
273	0.449098	3750	-0.163554	-51.773457
274	0.447554	3750	-0.159220	-51.932677
275	0.446012	3750	-0.155657	-52.088334
276	0.444473	3750	-0.155266	-52.243601
277	0.442938	3750	-0.155036	-52.398636
278	0.441406	3750	-0.163574	-52.562210
279	0.439877	3750	-0.163198	-52.725408
280	0.438351	3750	-0.155573	-52.880981
281	0.436829	3750	-0.150123	-53.031104
282	0.435309	3750	-0.162399	-53.193504
283	0.433793	3750	-0.155233	-53.348737
284	0.432280	3750	-0.159050	-53.507787
285	0.430770	3750	-0.156583	-53.664370
286	0.429263	3750	-0.153744	-53.818114
287	0.427760	3750	-0.153419	-53.971533
288	0.426259	3750	-0.154795	-54.126327
289	0.424762	3750	-0.154201	-54.280528
290	0.423268	3750	-0.157597	-54.438125
291	0.421777	3750	-0.157195	-54.595320
292	0.420289	3750	-0.156892	-54.752212
293	0.418805	3750	-0.149964	-54.902176
294	0.417323	3750	-0.153672	-55.055847
295	0.415845	3750	-0.153441	-55.209288
296	0.414370	3750	-0.157534	-55.366822
297	0.412898	3750	-0.155687	-55.522509
298	0.411429	3750	-0.159438	-55.681947
299	0.409963	3750	-0.157768	-55.839715
300	0.408501	3750	-0.150711	-55.990427
301	0.407041	3750	-0.147004	-56.137431
302	0.405585	3750	-0.150170	-56.287600
303	0.404132	3750	-0.148297	-56.435897
304	0.402682	3750	-0.151052	-56.586949
305	0.401235	3750	-0.152309	-56.739258
306	0.399791	3750	-0.147100	-56.886358
307	0.398350	3750	-0.149632	-57.035990
308	0.396913	3750	-0.158689	-57.194679
309	0.395478	3750	-0.155528	-57.350207
310	0.394047	3750	-0.155679	-57.505886
311	0.392619	3750	-0.152074	-57.657960
312	0.391194	3750	-0.147324	-57.805284
313	0.389772	3750	-0.152349	-57.957633
314	0.388353	3750	-0.154521	-58.112154
315	0.386937	3750	-0.146040	-58.258194
316	0.385524	3750	-0.155092	-58.413286
317	0.384115	3750	-0.152658	-58.565944
318	0.382708	3750	-0.154666	-58.720611
319	0.381305	3750	-0.146144	-58.866754
320	0.379904	3750	-0.148595	-59.015350
321	0.378507	3750	-0.151879	-59.167228
322	0.377113	3750	-0.147527	-59.314756
323	0.375722	3750	-0.147194	-59.461949
324	0.374334	3750	-0.149221	-59.611170
325	0.372949	3750	-0.145095	-59.756265
326	0.371567	3750	-0.148624	-59.904889
327	0.370189	3750	-0.144715	-60.049603
328	0.368813	3750	-0.144988	-60.194591
329	0.367440	3750	-0.145990	-60.340581
330	0.366071	3750	-0.146130	-60.486711
331	0.364705	3750	-0.146581	-60.633292
332	0.363341	3750	-0.142010	-60.775302
333	0.361981	3750	-0.151284	-60.926587
334	0.360624	3750	-0.145270	-61.071857
335	0.359269	3750	-0.154665	-61.226522
336	0.357918	3750	-0.153882	-61.380404
337	0.356570	3750	-0.149236	-61.529641
338	0.355225	3750	-0.148455	-61.678095
339	0.353883	3750	-0.151275	-61.829370
340	0.352544	3750	-0.155862	-61.985232
341	0.351208	3750	-0.152422	-62.137653
342	0.349875	3750	-0.153490	-62.291144
343	0.348546	3750	-0.144179	-62.435322
344	0.347219	3750	-0.143422	-62.578744
345	0.345895	3750	-0.144089	-62.722833
346	0.344574	3750	-0.140093	-62.862926
347	0.343257	3750	-0.142408	-63.005333
348	0.341942	3750	-0.150011	-63.155344
349	0.340630	3750	-0.145245	-63.300588
350	0.339322	3750	-0.135596	-63.436185
351	0.338016	3750	-0.137921	-63.574106
352	0.336714	3750	-0.139567	-63.713673
353	0.335414	3750	-0.140233	-63.853906
354	0.334118	3750	-0.141432	-63.995338
355	0.332824	3750	-0.135797	-64.131136
356	0.331534	3750	-0.137687	-64.268823
357	0.330246	3750	-0.140861	-64.409684
358	0.328962	3750	-0.145979	-64.555663
359	0.327680	3750	-0.139786	-64.695450
360	0.326401	3750	-0.150509	-64.845958
361	0.325126	3750	-0.142020	-64.987978
362	0.323853	3750	-0.139269	-65.127247
363	0.322584	3750	-0.141142	-65.268390
364	0.321317	3750	-0.137151	-65.405541
365	0.320054	3750	-0.139860	-65.545401
366	0.318793	3750	-0.147821	-65.693222
367	0.317536	3750	-0.146153	-65.839375
368	0.316281	3750	-0.139245	-65.978621
369	0.315030	3750	-0.135601	-66.114222
370	0.313781	3750	-0.136099	-66.250321
371	0.312535	3750	-0.137419	-66.387740
372	0.311293	3750	-0.141557	-66.529297
373	0.310053	3750	-0.136116	-66.665413
374	0.308816	3750	-0.136383	-66.801797
375	0.307582	3750	-0.133900	-66.935697
376	0.306352	3750	-0.138520	-67.074217
377	0.305124	3750	-0.142186	-67.216403
378	0.303899	3750	-0.138478	-67.354881
379	0.302677	3750	-0.136735	-67.491616
380	0.301458	3750	-0.139192	-67.630809
381	0.300242	3750	-0.140020	-67.770829
382	0.299029	3750	-0.141522	-67.912351
383	0.297819	3750	-0.136524	-68.048875
384	0.296611	3750	-0.134115	-68.182990
385	0.295407	3750	-0.135830	-68.318820
386	0.294206	3750	-0.132319	-68.451139
387	0.293007	3750	-0.131099	-68.582238
388	0.291812	3750	-0.131207	-68.713445
389	0.290619	3750	-0.131470	-68.844915
390	0.289430	3750	-0.134721	-68.979635
391	0.288243	3750	-0.134108	-69.113744
392	0.287059	3750	-0.130142	-69.243885
393	0.285879	3750	-0.131793	-69.375679
394	0.284701	3750	-0.131159	-69.506838
395	0.283526	3750	-0.131505	-69.638343
396	0.282354	3750	-0.129722	-69.768065
397	0.281184	3750	-0.129418	-69.897483
398	0.280018	3750	-0.132939	-70.030421
399	0.278855	3750	-0.132565	-70.162987
400	0.277694	3750	-0.129555	-70.292541
401	0.276537	3750	-0.132104	-70.424646
402	0.275382	3750	-0.132821	-70.557467
403	0.274230	3750	-0.131017	-70.688485
404	0.273082	3750	-0.130069	-70.818554
405	0.271936	3750	-0.130423	-70.948977
406	0.270793	3750	-0.125642	-71.074619
407	0.269652	3750	-0.127224	-71.201842
408	0.268515	3750	-0.126222	-71.328064
409	0.267381	3750	-0.129086	-71.457150
410	0.266249	3750	-0.125826	-71.582977
411	0.265121	3750	-0.131802	-71.714779
412	0.263995	3750	-0.133701	-71.848480
413	0.262872	3750	-0.135923	-71.984403
414	0.261752	3750	-0.132663	-72.117066
415	0.260635	3750	-0.127071	-72.244137
416	0.259520	3750	-0.130121	-72.374258
417	0.258409	3750	-0.133281	-72.507539
418	0.257300	3750	-0.129286	-72.636825
419	0.256195	3750	-0.124529	-72.761354
420	0.255092	3750	-0.123604	-72.884959
421	0.253992	3750	-0.124440	-73.009398
422	0.252895	3750	-0.126498	-73.135897
423	0.251800	3750	-0.126307	-73.262204
424	0.250709	3750	-0.128317	-73.390521
425	0.249620	3750	-0.128226	-73.518747
426	0.248534	3750	-0.123843	-73.642591
427	0.247451	3750	-0.125329	-73.767920
428	0.246371	3750	-0.122494	-73.890414
429	0.245294	3750	-0.126321	-74.016735
430	0.244220	3750	-0.126084	-74.142819
431	0.243148	3750	-0.125643	-74.268462
432	0.242079	3750	-0.126388	-74.394850
433	0.241013	3750	-0.128973	-74.523822
434	0.239950	3750	-0.126665	-74.650487
435	0.238890	3750	-0.125361	-74.775848
436	0.237832	3750	-0.124269	-74.900117
437	0.236778	3750	-0.125327	-75.025443
438	0.235726	3750	-0.117212	-75.142655
439	0.234677	3750	-0.119484	-75.262139
440	0.233630	3750	-0.122791	-75.384930
441	0.232587	3750	-0.124007	-75.508937
442	0.231546	3750	-0.118559	-75.627496
443	0.230509	3750	-0.122086	-75.749582
444	0.229473	3750	-0.120365	-75.869948
445	0.228441	3750	-0.123007	-75.992955
446	0.227412	3750	-0.116648	-76.109604
447	0.226385	3750	-0.117921	-76.227525
448	0.225361	3750	-0.115268	-76.342793
449	0.224340	3750	-0.119361	-76.462154
450	0.223322	3750	-0.121529	-76.583683
451	0.222306	3750	-0.118229	-76.701912
452	0.221293	3750	-0.119398	-76.821310
453	0.220283	3750	-0.118564	-76.939874
454	0.219276	3750	-0.119765	-77.059639
455	0.218272	3750	-0.119283	-77.178922
456	0.217270	3750	-0.118918	-77.297839
457	0.216271	3750	-0.121694	-77.419533
458	0.215275	3750	-0.122225	-77.541758
459	0.214281	3750	-0.125127	-77.666886
460	0.213291	3750	-0.123434	-77.790320
461	0.212303	3750	-0.126170	-77.916490
462	0.211318	3750	-0.121448	-78.037937
463	0.210335	3750	-0.120440	-78.158378
464	0.209356	3750	-0.124083	-78.282461
465	0.208379	3750	-0.124544	-78.407005
466	0.207404	3750	-0.123367	-78.530372
467	0.206433	3750	-0.118882	-78.649253
468	0.205464	3750	-0.122230	-78.771484
469	0.204498	3750	-0.120577	-78.892061
470	0.203535	3750	-0.120694	-79.012755
471	0.202575	3750	-0.117510	-79.130265
472	0.201617	3750	-0.114993	-79.245258
473	0.200662	3750	-0.119931	-79.365189
474	0.199709	3750	-0.117305	-79.482494
475	0.198760	3750	-0.114433	-79.596927
476	0.197813	3750	-0.111554	-79.708481
477	0.196869	3750	-0.117758	-79.826239
478	0.195927	3750	-0.115880	-79.942119
479	0.194988	3750	-0.109285	-80.051404
480	0.194052	3750	-0.116545	-80.167949
481	0.193119	3750	-0.106154	-80.274102
482	0.192188	3750	-0.113791	-80.387893
483	0.191260	3750	-0.117246	-80.505140
484	0.190335	3750	-0.110431	-80.615570
485	0.189412	3750	-0.110215	-80.725785
486	0.188492	3750	-0.105963	-80.831748
487	0.187575	3750	-0.114559	-80.946307
488	0.186660	3750	-0.138641	-81.084948
489	0.185749	3750	-0.112456	-81.197405
490	0.184839	3750	-0.113354	-81.310758
491	0.183933	3750	-0.119697	-81.430456
492	0.183029	3750	-0.107230	-81.537686
493	0.182128	3750	-0.111831	-81.649517
494	0.181229	3750	-0.113700	-81.763216
495	0.180333	3750	-0.108247	-81.871463
496	0.179440	3750	-0.111195	-81.982659
497	0.178550	3750	-0.112987	-82.095646
498	0.177662	3750	-0.114738	-82.210384
499	0.176777	3750	-0.110246	-82.320630
500	0.175894	3750	-0.110665	-82.431295
501	0.175014	3750	-0.112137	-82.543433
502	0.174137	3750	-0.110046	-82.653479
503	0.173262	3750	-0.112293	-82.765771
504	0.172390	3750	-0.108235	-82.874006
505	0.171521	3750	-0.105427	-82.979432
506	0.170654	3750	-0.109799	-83.089232
507	0.169790	3750	-0.103518	-83.192750
508	0.168929	3750	-0.107033	-83.299783
509	0.168070	3750	-0.107102	-83.406885
510	0.167214	3750	-0.101729	-83.508613
511	0.166360	3750	-0.102734	-83.611347
512	0.165509	3750	-0.111200	-83.722547
513	0.164661	3750	-0.105944	-83.828491
514	0.163815	3750	-0.100456	-83.928947
515	0.162972	3750	-0.105819	-84.034766
516	0.162132	3750	-0.111132	-84.145898
517	0.161294	3750	-0.106433	-84.252331
518	0.160458	3750	-0.112030	-84.364362
519	0.159626	3750	-0.109420	-84.473782
520	0.158796	3750	-0.108364	-84.582146
521	0.157968	3750	-0.107738	-84.689885
522	0.157143	3750	-0.105481	-84.795366
523	0.156321	3750	-0.113507	-84.908873
524	0.155501	3750	-0.104629	-85.013502
525	0.154684	3750	-0.099622	-85.113124
526	0.153870	3750	-0.103692	-85.216816
527	0.153058	3750	-0.108344	-85.325160
528	0.152248	3750	-0.104265	-85.429425
529	0.151441	3750	-0.111962	-85.541387
530	0.150637	3750	-0.104304	-85.645691
531	0.149835	3750	-0.102985	-85.748676
532	0.149036	3750	-0.103673	-85.852349
533	0.148240	3750	-0.100553	-85.952902
534	0.147446	3750	-0.104649	-86.057551
535	0.146654	3750	-0.104185	-86.161736
536	0.145865	3750	-0.102014	-86.263750
537	0.145079	3750	-0.102584	-86.366334
538	0.144295	3750	-0.099764	-86.466098
539	0.143514	3750	-0.103150	-86.569248
540	0.142735	3750	-0.107090	-86.676338
541	0.141959	3750	-0.100763	-86.777100
542	0.141186	3750	-0.104353	-86.881454
543	0.140415	3750	-0.103149	-86.984602
544	0.139646	3750	-0.106851	-87.091453
545	0.138880	3750	-0.102138	-87.193592
546	0.138116	3750	-0.099387	-87.292979
547	0.137356	3750	-0.097014	-87.389992
548	0.136597	3750	-0.099044	-87.489036
549	0.135841	3750	-0.096186	-87.585222
550	0.135088	3750	-0.098319	-87.683541
551	0.134337	3750	-0.101860	-87.785401
552	0.133588	3750	-0.096397	-87.881798
553	0.132843	3750	-0.099382	-87.981180
554	0.132099	3750	-0.100093	-88.081273
555	0.131358	3750	-0.102388	-88.183661
556	0.130620	3750	-0.100246	-88.283908
557	0.129884	3750	-0.101283	-88.385191
558	0.129151	3750	-0.109031	-88.494222
559	0.128420	3750	-0.097089	-88.591311
560	0.127691	3750	-0.103781	-88.695093
561	0.126965	3750	-0.100540	-88.795633
562	0.126242	3750	-0.097496	-88.893129
563	0.125521	3750	-0.101292	-88.994421
564	0.124802	3750	-0.096257	-89.090678
565	0.124086	3750	-0.098799	-89.189478
566	0.123373	3750	-0.097702	-89.287179
567	0.122662	3750	-0.105042	-89.392222
568	0.121953	3750	-0.093726	-89.485948
569	0.121247	3750	-0.092331	-89.578279
570	0.120543	3750	-0.094002	-89.672281
571	0.119842	3750	-0.105881	-89.778162
572	0.119143	3750	-0.102520	-89.880682
573	0.118447	3750	-0.103298	-89.983980
574	0.117753	3750	-0.105475	-90.089455
575	0.117062	3750	-0.094157	-90.183612
576	0.116373	3750	-0.094545	-90.278156
577	0.115686	3750	-0.092768	-90.370924
578	0.115002	3750	-0.093993	-90.464917
579	0.114320	3750	-0.096223	-90.561140
580	0.113641	3750	-0.094145	-90.655285
581	0.112964	3750	-0.096848	-90.752133
582	0.112290	3750	-0.096124	-90.848258
583	0.111618	3750	-0.096128	-90.944385
584	0.110948	3750	-0.096915	-91.041300
585	0.110281	3750	-0.096114	-91.137414
586	0.109616	3750	-0.091298	-91.228712
587	0.108954	3750	-0.091639	-91.320352
588	0.108294	3750	-0.091294	-91.411646
589	0.107637	3750	-0.094989	-91.506635
590	0.106981	3750	-0.090876	-91.597511
591	0.106329	3750	-0.091783	-91.689294
592	0.105678	3750	-0.092481	-91.781776
593	0.105030	3750	-0.091696	-91.873471
594	0.104385	3750	-0.094430	-91.967902
595	0.103742	3750	-0.088021	-92.055923
596	0.103101	3750	-0.087895	-92.143818
597	0.102463	3750	-0.088005	-92.231823
598	0.101827	3750	-0.084893	-92.316716
599	0.101193	3750	-0.086934	-92.403650
600	0.100562	3750	-0.094715	-92.498365
601	0.099933	3750	-0.092730	-92.591095
602	0.099306	3750	-0.088129	-92.679224
603	0.098682	3750	-0.092269	-92.771493
604	0.098060	3750	-0.107439	-92.878933
605	0.097441	3750	-0.092486	-92.971419
606	0.096824	3750	-0.092709	-93.064127
607	0.096209	3750	-0.089883	-93.154010
608	0.095596	3750	-0.090944	-93.244954
609	0.094986	3750	-0.089813	-93.334767
610	0.094379	3750	-0.087364	-93.422131
611	0.093773	3750	-0.094191	-93.516322
612	0.093170	3750	-0.084880	-93.601201
613	0.092570	3750	-0.087731	-93.688932
614	0.091971	3750	-0.090390	-93.779322
615	0.091375	3750	-0.086884	-93.866207
616	0.090781	3750	-0.087814	-93.954021
617	0.090190	3750	-0.089724	-94.043745
618	0.089601	3750	-0.087335	-94.131080
619	0.089014	3750	-0.087150	-94.218231
620	0.088430	3750	-0.085340	-94.303570
621	0.087848	3750	-0.107896	-94.411466
622	0.087268	3750	-0.093433	-94.504899
623	0.086690	3750	-0.083378	-94.588278
624	0.086115	3750	-0.086977	-94.675255
625	0.085542	3750	-0.090162	-94.765416
626	0.084971	3750	-0.088724	-94.854140
