Steppingstone sampler:
        No Stones:                  1000
        Start It:                   11000001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
66	0.840822	3750	-0.174976	-11.505904
67	0.838571	3750	-0.162733	-11.668637
68	0.836323	3750	-0.144318	-11.812956
69	0.834079	3750	-0.142241	-11.955197
70	0.831839	3750	-0.188850	-12.144048
71	0.829602	3750	-0.176744	-12.320792
72	0.827369	3750	-0.177868	-12.498660
73	0.825140	3750	-0.183090	-12.681750
74	0.822914	3750	-0.166174	-12.847924
75	0.820691	3750	-0.157427	-13.005351
76	0.818473	3750	-0.164780	-13.170131
77	0.816258	3750	-0.168108	-13.338238
78	0.814046	3750	-0.145396	-13.483634
79	0.811838	3750	-0.169732	-13.653366
80	0.809634	3750	-0.187049	-13.840415
81	0.807433	3750	-0.183529	-14.023944
82	0.805236	3750	-0.203804	-14.227748
83	0.803043	3750	-0.172592	-14.400340
84	0.800853	3750	-0.159593	-14.559932
85	0.798667	3750	-0.161350	-14.721282
86	0.796484	3750	-0.172546	-14.893828
87	0.794305	3750	-0.166772	-15.060600
88	0.792129	3750	-0.180976	-15.241576
89	0.789957	3750	-0.195681	-15.437257
90	0.787789	3750	-0.188286	-15.625543
91	0.785624	3750	-0.182795	-15.808338
92	0.783463	3750	-0.179965	-15.988304
93	0.781305	3750	-0.174789	-16.163093
94	0.779151	3750	-0.199648	-16.362741
95	0.777000	3750	-0.183305	-16.546046
96	0.774853	3750	-0.195796	-16.741843
97	0.772710	3750	-0.182296	-16.924139
98	0.770570	3750	-0.175070	-17.099208
99	0.768433	3750	-0.178065	-17.277273
100	0.766301	3750	-0.172808	-17.450081
101	0.764172	3750	-0.197211	-17.647292
102	0.762046	3750	-0.190463	-17.837755
103	0.759924	3750	-0.185327	-18.023082
104	0.757805	3750	-0.206703	-18.229785
105	0.755690	3750	-0.195803	-18.425587
106	0.753579	3750	-0.180352	-18.605939
107	0.751471	3750	-0.157432	-18.763371
108	0.749366	3750	-0.167822	-18.931193
109	0.747266	3750	-0.174926	-19.106119
110	0.745168	3750	-0.164484	-19.270602
111	0.743075	3750	-0.174016	-19.444619
112	0.740984	3750	-0.187466	-19.632085
113	0.738898	3750	-0.199123	-19.831209
114	0.736815	3750	-0.162767	-19.993975
115	0.734735	3750	-0.192863	-20.186838
116	0.732659	3750	-0.159995	-20.346834
117	0.730586	3750	-0.179641	-20.526475
118	0.728517	3750	-0.177267	-20.703741
119	0.726452	3750	-0.149255	-20.852996
120	0.724390	3750	-0.175642	-21.028638
121	0.722331	3750	-0.192808	-21.221446
122	0.720276	3750	-0.214140	-21.435586
123	0.718225	3750	-0.193637	-21.629222
124	0.716177	3750	-0.195210	-21.824432
125	0.714132	3750	-0.186685	-22.011117
126	0.712091	3750	-0.183534	-22.194651
127	0.710054	3750	-0.159456	-22.354106
128	0.708020	3750	-0.165464	-22.519570
129	0.705989	3750	-0.187116	-22.706686
130	0.703962	3750	-0.190510	-22.897196
131	0.701939	3750	-0.183128	-23.080325
132	0.699919	3750	-0.190096	-23.270421
133	0.697902	3750	-0.198042	-23.468463
134	0.695889	3750	-0.184488	-23.652951
135	0.693880	3750	-0.184850	-23.837801
136	0.691874	3750	-0.175177	-24.012979
137	0.689871	3750	-0.165731	-24.178710
138	0.687872	3750	-0.166554	-24.345264
139	0.685877	3750	-0.167642	-24.512906
140	0.683885	3750	-0.184265	-24.697172
141	0.681896	3750	-0.161184	-24.858356
142	0.679911	3750	-0.177729	-25.036085
143	0.677929	3750	-0.181084	-25.217169
144	0.675951	3750	-0.180785	-25.397954
145	0.673976	3750	-0.182028	-25.579982
146	0.672005	3750	-0.186624	-25.766607
147	0.670037	3750	-0.175921	-25.942528
148	0.668073	3750	-0.173012	-26.115539
149	0.666112	3750	-0.180142	-26.295682
150	0.664155	3750	-0.154665	-26.450346
151	0.662201	3750	-0.166061	-26.616407
152	0.660250	3750	-0.184578	-26.800986
153	0.658303	3750	-0.173329	-26.974315
154	0.656359	3750	-0.170670	-27.144985
155	0.654419	3750	-0.176387	-27.321372
156	0.652483	3750	-0.187277	-27.508649
157	0.650549	3750	-0.190576	-27.699225
158	0.648619	3750	-0.182252	-27.881476
159	0.646693	3750	-0.175028	-28.056504
160	0.644770	3750	-0.189960	-28.246464
161	0.642851	3750	-0.168874	-28.415338
162	0.640934	3750	-0.175744	-28.591082
163	0.639022	3750	-0.177818	-28.768900
164	0.637113	3750	-0.170466	-28.939365
165	0.635207	3750	-0.189966	-29.129332
166	0.633304	3750	-0.181972	-29.311304
167	0.631405	3750	-0.196616	-29.507919
168	0.629510	3750	-0.169527	-29.677446
169	0.627618	3750	-0.177855	-29.855301
170	0.625729	3750	-0.180440	-30.035741
171	0.623844	3750	-0.188127	-30.223869
172	0.621962	3750	-0.184715	-30.408584
173	0.620083	3750	-0.175145	-30.583729
174	0.618208	3750	-0.188976	-30.772705
175	0.616337	3750	-0.180806	-30.953511
176	0.614468	3750	-0.191182	-31.144693
177	0.612604	3750	-0.176749	-31.321443
178	0.610742	3750	-0.169334	-31.490777
179	0.608884	3750	-0.170101	-31.660877
180	0.607029	3750	-0.184395	-31.845273
181	0.605178	3750	-0.176744	-32.022017
182	0.603330	3750	-0.158347	-32.180363
183	0.601486	3750	-0.180987	-32.361350
184	0.599645	3750	-0.192263	-32.553614
185	0.597807	3750	-0.182988	-32.736602
186	0.595973	3750	-0.161221	-32.897823
187	0.594142	3750	-0.181323	-33.079146
188	0.592314	3750	-0.168064	-33.247210
189	0.590490	3750	-0.164462	-33.411672
190	0.588669	3750	-0.169961	-33.581633
191	0.586852	3750	-0.176028	-33.757661
192	0.585038	3750	-0.179037	-33.936697
193	0.583227	3750	-0.153370	-34.090067
194	0.581420	3750	-0.168011	-34.258078
195	0.579616	3750	-0.177336	-34.435414
196	0.577815	3750	-0.161598	-34.597012
197	0.576018	3750	-0.164963	-34.761976
198	0.574224	3750	-0.159738	-34.921714
199	0.572433	3750	-0.148898	-35.070612
200	0.570646	3750	-0.170927	-35.241539
201	0.568862	3750	-0.181568	-35.423107
202	0.567082	3750	-0.171747	-35.594853
203	0.565305	3750	-0.162405	-35.757258
204	0.563531	3750	-0.169375	-35.926633
205	0.561761	3750	-0.165460	-36.092093
206	0.559993	3750	-0.171036	-36.263130
207	0.558230	3750	-0.175074	-36.438204
208	0.556469	3750	-0.177897	-36.616101
209	0.554712	3750	-0.170705	-36.786806
210	0.552958	3750	-0.173991	-36.960797
211	0.551208	3750	-0.188150	-37.148948
212	0.549461	3750	-0.163243	-37.312191
213	0.547717	3750	-0.173880	-37.486071
214	0.545977	3750	-0.173458	-37.659529
215	0.544240	3750	-0.170801	-37.830329
216	0.542506	3750	-0.157159	-37.987488
217	0.540775	3750	-0.166732	-38.154221
218	0.539048	3750	-0.173461	-38.327681
219	0.537324	3750	-0.166616	-38.494298
220	0.535604	3750	-0.168832	-38.663129
221	0.533887	3750	-0.184583	-38.847713
222	0.532173	3750	-0.159060	-39.006772
223	0.530462	3750	-0.163918	-39.170691
224	0.528755	3750	-0.158445	-39.329136
225	0.527051	3750	-0.165009	-39.494145
226	0.525350	3750	-0.172522	-39.666667
227	0.523653	3750	-0.170773	-39.837440
228	0.521958	3750	-0.167420	-40.004859
229	0.520268	3750	-0.169135	-40.173994
230	0.518580	3750	-0.161677	-40.335671
231	0.516896	3750	-0.170488	-40.506159
232	0.515215	3750	-0.175840	-40.681999
233	0.513537	3750	-0.174119	-40.856118
234	0.511863	3750	-0.180513	-41.036631
235	0.510192	3750	-0.181283	-41.217914
236	0.508524	3750	-0.168010	-41.385923
237	0.506859	3750	-0.181520	-41.567444
238	0.505198	3750	-0.163885	-41.731329
239	0.503540	3750	-0.163035	-41.894364
240	0.501885	3750	-0.168751	-42.063115
241	0.500234	3750	-0.171708	-42.234823
242	0.498586	3750	-0.154239	-42.389062
243	0.496941	3750	-0.173539	-42.562601
244	0.495299	3750	-0.167310	-42.729910
245	0.493660	3750	-0.178805	-42.908715
246	0.492025	3750	-0.161756	-43.070471
247	0.490393	3750	-0.163113	-43.233584
248	0.488765	3750	-0.171866	-43.405451
249	0.487139	3750	-0.171504	-43.576955
250	0.485517	3750	-0.172179	-43.749134
251	0.483898	3750	-0.170289	-43.919423
252	0.482283	3750	-0.172854	-44.092278
253	0.480670	3750	-0.166110	-44.258388
254	0.479061	3750	-0.164844	-44.423232
255	0.477455	3750	-0.163238	-44.586470
256	0.475852	3750	-0.164646	-44.751117
257	0.474253	3750	-0.167389	-44.918506
258	0.472656	3750	-0.162957	-45.081463
259	0.471063	3750	-0.170087	-45.251550
260	0.469474	3750	-0.165366	-45.416916
261	0.467887	3750	-0.175487	-45.592403
262	0.466304	3750	-0.168443	-45.760847
263	0.464723	3750	-0.172310	-45.933157
264	0.463146	3750	-0.172168	-46.105325
265	0.461573	3750	-0.170711	-46.276036
266	0.460002	3750	-0.156706	-46.432742
267	0.458435	3750	-0.171579	-46.604321
268	0.456871	3750	-0.156832	-46.761153
269	0.455310	3750	-0.156544	-46.917696
270	0.453752	3750	-0.170185	-47.087882
271	0.452198	3750	-0.160256	-47.248137
272	0.450647	3750	-0.153928	-47.402066
273	0.449098	3750	-0.166685	-47.568751
274	0.447554	3750	-0.161696	-47.730447
275	0.446012	3750	-0.177049	-47.907496
276	0.444473	3750	-0.167548	-48.075044
277	0.442938	3750	-0.172465	-48.247509
278	0.441406	3750	-0.161873	-48.409382
279	0.439877	3750	-0.161735	-48.571117
280	0.438351	3750	-0.160838	-48.731955
281	0.436829	3750	-0.159277	-48.891233
282	0.435309	3750	-0.161249	-49.052481
283	0.433793	3750	-0.165273	-49.217754
284	0.432280	3750	-0.161773	-49.379527
285	0.430770	3750	-0.156392	-49.535919
286	0.429263	3750	-0.164421	-49.700340
287	0.427760	3750	-0.162639	-49.862979
288	0.426259	3750	-0.146307	-50.009286
289	0.424762	3750	-0.146407	-50.155693
290	0.423268	3750	-0.156867	-50.312560
291	0.421777	3750	-0.157535	-50.470095
292	0.420289	3750	-0.166289	-50.636384
293	0.418805	3750	-0.153212	-50.789596
294	0.417323	3750	-0.151229	-50.940824
295	0.415845	3750	-0.152112	-51.092936
296	0.414370	3750	-0.143346	-51.236282
297	0.412898	3750	-0.145819	-51.382101
298	0.411429	3750	-0.146106	-51.528207
299	0.409963	3750	-0.150415	-51.678622
300	0.408501	3750	-0.145125	-51.823747
301	0.407041	3750	-0.148790	-51.972537
302	0.405585	3750	-0.158921	-52.131458
303	0.404132	3750	-0.159252	-52.290709
304	0.402682	3750	-0.144502	-52.435212
305	0.401235	3750	-0.162741	-52.597952
306	0.399791	3750	-0.145297	-52.743250
307	0.398350	3750	-0.151177	-52.894427
308	0.396913	3750	-0.154769	-53.049196
309	0.395478	3750	-0.153698	-53.202894
310	0.394047	3750	-0.149467	-53.352360
311	0.392619	3750	-0.158431	-53.510791
312	0.391194	3750	-0.157197	-53.667988
313	0.389772	3750	-0.147543	-53.815531
314	0.388353	3750	-0.170831	-53.986362
315	0.386937	3750	-0.165769	-54.152131
316	0.385524	3750	-0.142766	-54.294897
317	0.384115	3750	-0.152992	-54.447889
318	0.382708	3750	-0.167814	-54.615703
319	0.381305	3750	-0.156922	-54.772625
320	0.379904	3750	-0.166981	-54.939606
321	0.378507	3750	-0.152378	-55.091984
322	0.377113	3750	-0.150347	-55.242330
323	0.375722	3750	-0.153453	-55.395784
324	0.374334	3750	-0.158584	-55.554367
325	0.372949	3750	-0.146704	-55.701071
326	0.371567	3750	-0.141635	-55.842706
327	0.370189	3750	-0.164670	-56.007376
328	0.368813	3750	-0.148070	-56.155446
329	0.367440	3750	-0.149418	-56.304864
330	0.366071	3750	-0.146401	-56.451265
331	0.364705	3750	-0.147647	-56.598912
332	0.363341	3750	-0.153690	-56.752601
333	0.361981	3750	-0.147774	-56.900375
334	0.360624	3750	-0.143839	-57.044214
335	0.359269	3750	-0.145333	-57.189547
336	0.357918	3750	-0.135518	-57.325066
337	0.356570	3750	-0.137025	-57.462091
338	0.355225	3750	-0.136222	-57.598313
339	0.353883	3750	-0.136692	-57.735005
340	0.352544	3750	-0.140513	-57.875518
341	0.351208	3750	-0.149087	-58.024605
342	0.349875	3750	-0.159535	-58.184141
343	0.348546	3750	-0.147547	-58.331687
344	0.347219	3750	-0.142654	-58.474342
345	0.345895	3750	-0.142279	-58.616620
346	0.344574	3750	-0.148478	-58.765098
347	0.343257	3750	-0.140280	-58.905378
348	0.341942	3750	-0.144761	-59.050139
349	0.340630	3750	-0.152475	-59.202614
350	0.339322	3750	-0.142581	-59.345194
351	0.338016	3750	-0.145224	-59.490418
352	0.336714	3750	-0.136433	-59.626852
353	0.335414	3750	-0.145033	-59.771885
354	0.334118	3750	-0.154016	-59.925901
355	0.332824	3750	-0.146099	-60.072000
356	0.331534	3750	-0.146891	-60.218891
357	0.330246	3750	-0.139705	-60.358597
358	0.328962	3750	-0.139464	-60.498060
359	0.327680	3750	-0.136245	-60.634306
360	0.326401	3750	-0.147709	-60.782015
361	0.325126	3750	-0.144899	-60.926914
362	0.323853	3750	-0.149374	-61.076288
363	0.322584	3750	-0.147209	-61.223496
364	0.321317	3750	-0.135858	-61.359354
365	0.320054	3750	-0.138250	-61.497605
366	0.318793	3750	-0.140685	-61.638289
367	0.317536	3750	-0.145023	-61.783312
368	0.316281	3750	-0.138500	-61.921812
369	0.315030	3750	-0.143340	-62.065152
370	0.313781	3750	-0.150107	-62.215259
371	0.312535	3750	-0.147089	-62.362348
372	0.311293	3750	-0.145509	-62.507857
373	0.310053	3750	-0.136474	-62.644330
374	0.308816	3750	-0.134804	-62.779134
375	0.307582	3750	-0.147417	-62.926551
376	0.306352	3750	-0.142504	-63.069054
377	0.305124	3750	-0.139573	-63.208628
378	0.303899	3750	-0.133603	-63.342230
379	0.302677	3750	-0.129230	-63.471461
380	0.301458	3750	-0.136085	-63.607545
381	0.300242	3750	-0.138682	-63.746227
382	0.299029	3750	-0.138308	-63.884536
383	0.297819	3750	-0.142886	-64.027422
384	0.296611	3750	-0.140642	-64.168064
385	0.295407	3750	-0.148383	-64.316448
386	0.294206	3750	-0.134172	-64.450619
387	0.293007	3750	-0.132509	-64.583128
388	0.291812	3750	-0.149844	-64.732972
389	0.290619	3750	-0.155274	-64.888246
390	0.289430	3750	-0.137929	-65.026175
391	0.288243	3750	-0.137861	-65.164036
392	0.287059	3750	-0.127285	-65.291320
393	0.285879	3750	-0.152330	-65.443650
394	0.284701	3750	-0.147567	-65.591217
395	0.283526	3750	-0.146713	-65.737931
396	0.282354	3750	-0.134227	-65.872158
397	0.281184	3750	-0.132226	-66.004383
398	0.280018	3750	-0.134607	-66.138991
399	0.278855	3750	-0.139714	-66.278705
400	0.277694	3750	-0.140160	-66.418865
401	0.276537	3750	-0.131960	-66.550826
402	0.275382	3750	-0.137181	-66.688007
403	0.274230	3750	-0.131738	-66.819744
404	0.273082	3750	-0.135422	-66.955166
405	0.271936	3750	-0.124039	-67.079206
406	0.270793	3750	-0.128987	-67.208192
407	0.269652	3750	-0.142005	-67.350197
408	0.268515	3750	-0.138335	-67.488532
409	0.267381	3750	-0.139219	-67.627751
410	0.266249	3750	-0.131487	-67.759239
411	0.265121	3750	-0.147110	-67.906349
412	0.263995	3750	-0.137537	-68.043886
413	0.262872	3750	-0.152277	-68.196163
414	0.261752	3750	-0.133306	-68.329469
415	0.260635	3750	-0.121179	-68.450649
416	0.259520	3750	-0.136461	-68.587110
417	0.258409	3750	-0.128996	-68.716105
418	0.257300	3750	-0.122786	-68.838891
419	0.256195	3750	-0.126130	-68.965020
420	0.255092	3750	-0.134101	-69.099121
421	0.253992	3750	-0.123721	-69.222843
422	0.252895	3750	-0.130842	-69.353685
423	0.251800	3750	-0.126202	-69.479888
424	0.250709	3750	-0.134435	-69.614322
425	0.249620	3750	-0.134299	-69.748622
426	0.248534	3750	-0.120639	-69.869261
427	0.247451	3750	-0.136208	-70.005468
428	0.246371	3750	-0.132365	-70.137833
429	0.245294	3750	-0.134920	-70.272753
430	0.244220	3750	-0.130797	-70.403550
431	0.243148	3750	-0.132083	-70.535633
432	0.242079	3750	-0.126075	-70.661708
433	0.241013	3750	-0.137786	-70.799494
434	0.239950	3750	-0.124460	-70.923954
435	0.238890	3750	-0.133018	-71.056972
436	0.237832	3750	-0.130246	-71.187218
437	0.236778	3750	-0.126596	-71.313814
438	0.235726	3750	-0.119938	-71.433752
439	0.234677	3750	-0.127413	-71.561165
440	0.233630	3750	-0.126468	-71.687633
441	0.232587	3750	-0.133733	-71.821366
442	0.231546	3750	-0.123843	-71.945209
443	0.230509	3750	-0.115320	-72.060530
444	0.229473	3750	-0.105735	-72.166265
445	0.228441	3750	-0.120033	-72.286298
446	0.227412	3750	-0.128247	-72.414545
447	0.226385	3750	-0.127695	-72.542240
448	0.225361	3750	-0.135192	-72.677432
449	0.224340	3750	-0.121798	-72.799230
450	0.223322	3750	-0.115249	-72.914479
451	0.222306	3750	-0.125970	-73.040448
452	0.221293	3750	-0.123163	-73.163611
453	0.220283	3750	-0.119479	-73.283090
454	0.219276	3750	-0.124534	-73.407624
455	0.218272	3750	-0.129890	-73.537514
456	0.217270	3750	-0.126888	-73.664402
457	0.216271	3750	-0.121274	-73.785676
458	0.215275	3750	-0.122049	-73.907725
459	0.214281	3750	-0.143086	-74.050811
460	0.213291	3750	-0.126487	-74.177298
461	0.212303	3750	-0.128269	-74.305566
462	0.211318	3750	-0.116901	-74.422468
463	0.210335	3750	-0.131207	-74.553675
464	0.209356	3750	-0.125900	-74.679575
465	0.208379	3750	-0.126099	-74.805674
466	0.207404	3750	-0.115840	-74.921514
467	0.206433	3750	-0.120475	-75.041989
468	0.205464	3750	-0.117067	-75.159055
469	0.204498	3750	-0.120017	-75.279073
470	0.203535	3750	-0.124678	-75.403750
471	0.202575	3750	-0.136612	-75.540362
472	0.201617	3750	-0.124734	-75.665096
473	0.200662	3750	-0.121585	-75.786681
474	0.199709	3750	-0.122813	-75.909494
475	0.198760	3750	-0.113558	-76.023052
476	0.197813	3750	-0.114549	-76.137600
477	0.196869	3750	-0.111548	-76.249148
478	0.195927	3750	-0.117818	-76.366966
479	0.194988	3750	-0.111041	-76.478007
480	0.194052	3750	-0.123102	-76.601109
481	0.193119	3750	-0.121807	-76.722916
482	0.192188	3750	-0.121900	-76.844816
483	0.191260	3750	-0.117015	-76.961831
484	0.190335	3750	-0.125303	-77.087134
485	0.189412	3750	-0.114043	-77.201177
486	0.188492	3750	-0.115794	-77.316971
487	0.187575	3750	-0.122469	-77.439440
488	0.186660	3750	-0.114929	-77.554368
489	0.185749	3750	-0.122829	-77.677198
490	0.184839	3750	-0.123505	-77.800702
491	0.183933	3750	-0.111918	-77.912621
492	0.183029	3750	-0.110680	-78.023300
493	0.182128	3750	-0.109344	-78.132644
494	0.181229	3750	-0.116016	-78.248660
495	0.180333	3750	-0.115391	-78.364051
496	0.179440	3750	-0.118476	-78.482527
497	0.178550	3750	-0.119164	-78.601691
498	0.177662	3750	-0.116345	-78.718035
499	0.176777	3750	-0.126098	-78.844133
500	0.175894	3750	-0.109390	-78.953523
501	0.175014	3750	-0.118913	-79.072436
502	0.174137	3750	-0.113736	-79.186171
503	0.173262	3750	-0.117178	-79.303349
504	0.172390	3750	-0.123384	-79.426734
505	0.171521	3750	-0.113220	-79.539954
506	0.170654	3750	-0.107713	-79.647666
507	0.169790	3750	-0.120539	-79.768205
508	0.168929	3750	-0.116846	-79.885051
509	0.168070	3750	-0.123963	-80.009014
510	0.167214	3750	-0.104971	-80.113985
511	0.166360	3750	-0.112165	-80.226149
512	0.165509	3750	-0.116697	-80.342847
513	0.164661	3750	-0.112909	-80.455756
514	0.163815	3750	-0.108241	-80.563997
515	0.162972	3750	-0.112103	-80.676100
516	0.162132	3750	-0.099122	-80.775222
517	0.161294	3750	-0.119649	-80.894871
518	0.160458	3750	-0.109802	-81.004673
519	0.159626	3750	-0.105491	-81.110164
520	0.158796	3750	-0.115397	-81.225561
521	0.157968	3750	-0.115178	-81.340739
522	0.157143	3750	-0.106352	-81.447091
523	0.156321	3750	-0.112318	-81.559409
524	0.155501	3750	-0.109924	-81.669332
525	0.154684	3750	-0.107878	-81.777210
526	0.153870	3750	-0.110205	-81.887416
527	0.153058	3750	-0.103433	-81.990848
528	0.152248	3750	-0.108555	-82.099404
529	0.151441	3750	-0.108163	-82.207566
530	0.150637	3750	-0.103969	-82.311536
531	0.149835	3750	-0.107225	-82.418760
532	0.149036	3750	-0.118821	-82.537581
533	0.148240	3750	-0.107771	-82.645352
534	0.147446	3750	-0.110425	-82.755777
535	0.146654	3750	-0.104816	-82.860593
536	0.145865	3750	-0.106442	-82.967035
537	0.145079	3750	-0.106532	-83.073567
538	0.144295	3750	-0.107862	-83.181430
539	0.143514	3750	-0.105855	-83.287285
540	0.142735	3750	-0.100320	-83.387605
541	0.141959	3750	-0.116765	-83.504370
542	0.141186	3750	-0.103580	-83.607949
543	0.140415	3750	-0.101263	-83.709212
544	0.139646	3750	-0.099528	-83.808740
545	0.138880	3750	-0.103301	-83.912041
546	0.138116	3750	-0.111650	-84.023691
547	0.137356	3750	-0.110058	-84.133748
548	0.136597	3750	-0.104571	-84.238319
549	0.135841	3750	-0.105566	-84.343886
550	0.135088	3750	-0.107664	-84.451550
551	0.134337	3750	-0.107209	-84.558758
552	0.133588	3750	-0.115290	-84.674048
553	0.132843	3750	-0.105994	-84.780043
554	0.132099	3750	-0.112050	-84.892093
555	0.131358	3750	-0.100739	-84.992832
556	0.130620	3750	-0.101389	-85.094221
557	0.129884	3750	-0.108026	-85.202247
558	0.129151	3750	-0.115488	-85.317735
559	0.128420	3750	-0.105760	-85.423495
560	0.127691	3750	-0.108969	-85.532464
561	0.126965	3750	-0.102393	-85.634857
562	0.126242	3750	-0.105990	-85.740846
563	0.125521	3750	-0.107916	-85.848762
564	0.124802	3750	-0.094520	-85.943283
565	0.124086	3750	-0.098308	-86.041590
566	0.123373	3750	-0.096321	-86.137911
567	0.122662	3750	-0.107989	-86.245900
568	0.121953	3750	-0.114629	-86.360529
569	0.121247	3750	-0.099877	-86.460407
570	0.120543	3750	-0.102639	-86.563046
571	0.119842	3750	-0.110458	-86.673504
572	0.119143	3750	-0.095889	-86.769393
573	0.118447	3750	-0.098390	-86.867783
574	0.117753	3750	-0.108217	-86.976000
575	0.117062	3750	-0.097156	-87.073156
576	0.116373	3750	-0.105473	-87.178629
577	0.115686	3750	-0.105352	-87.283981
578	0.115002	3750	-0.095784	-87.379765
579	0.114320	3750	-0.095037	-87.474802
580	0.113641	3750	-0.098855	-87.573656
581	0.112964	3750	-0.093602	-87.667259
582	0.112290	3750	-0.098102	-87.765360
583	0.111618	3750	-0.097544	-87.862905
584	0.110948	3750	-0.094041	-87.956945
585	0.110281	3750	-0.089805	-88.046751
586	0.109616	3750	-0.086407	-88.133158
587	0.108954	3750	-0.090619	-88.223777
588	0.108294	3750	-0.094265	-88.318042
589	0.107637	3750	-0.098075	-88.416117
590	0.106981	3750	-0.092941	-88.509058
591	0.106329	3750	-0.106305	-88.615363
592	0.105678	3750	-0.094577	-88.709940
593	0.105030	3750	-0.098220	-88.808160
594	0.104385	3750	-0.098323	-88.906483
595	0.103742	3750	-0.098183	-89.004666
596	0.103101	3750	-0.099233	-89.103899
597	0.102463	3750	-0.091589	-89.195488
598	0.101827	3750	-0.098293	-89.293781
599	0.101193	3750	-0.093297	-89.387078
600	0.100562	3750	-0.090867	-89.477944
601	0.099933	3750	-0.099525	-89.577470
602	0.099306	3750	-0.093505	-89.670975
603	0.098682	3750	-0.093350	-89.764324
604	0.098060	3750	-0.095048	-89.859372
605	0.097441	3750	-0.087725	-89.947097
606	0.096824	3750	-0.087790	-90.034887
607	0.096209	3750	-0.093404	-90.128292
608	0.095596	3750	-0.091671	-90.219963
609	0.094986	3750	-0.093656	-90.313618
610	0.094379	3750	-0.097750	-90.411368
611	0.093773	3750	-0.095298	-90.506666
612	0.093170	3750	-0.099647	-90.606312
613	0.092570	3750	-0.097427	-90.703740
614	0.091971	3750	-0.097169	-90.800908
615	0.091375	3750	-0.094746	-90.895654
616	0.090781	3750	-0.095502	-90.991156
617	0.090190	3750	-0.080870	-91.072026
618	0.089601	3750	-0.095613	-91.167639
619	0.089014	3750	-0.092310	-91.259949
620	0.088430	3750	-0.099633	-91.359582
621	0.087848	3750	-0.095381	-91.454963
622	0.087268	3750	-0.094355	-91.549319
623	0.086690	3750	-0.090382	-91.639701
624	0.086115	3750	-0.095229	-91.734930
625	0.085542	3750	-0.094115	-91.829045
626	0.084971	3750	-0.084447	-91.913492
